Period,Time,Action,Score,Team,Player,Cap,ITA,Opponent,Seconds,Game,Opponent name
1.0,8:00,Starting goalkeeper,0 - 0,ITA,GORLERO G,1.0,0,0,480,1,CAN
1.0,8:00,Starting goalkeeper,0 - 0,CAN,GAUDREAULT J,1.0,0,0,480,1,CAN
1.0,8:00,Sprint won possession,0 - 0,CAN,EGGENS M,5.0,0,0,480,1,CAN
1.0,7:35,Action shot - Saved,0 - 0,CAN,FOURNIER S,12.0,0,0,455,1,CAN
1.0,7:06,Action shot - Post,0 - 0,ITA,RADICCHI F,5.0,0,0,426,1,CAN
1.0,6:37,Centre shot - Saved,0 - 0,CAN,EGGENS M,5.0,0,0,397,1,CAN
1.0,6:09,Action shot - Blocked,0 - 0,ITA,RADICCHI F,5.0,0,0,369,1,CAN
1.0,5:46,Penalty foul,0 - 0,ITA,AIELLO R,6.0,0,0,346,1,CAN
1.0,5:46,Penalty shot - Goal,0 - 1,CAN,WRIGHT E,4.0,0,1,346,1,CAN
1.0,5:19,Action shot - Saved,0 - 1,ITA,DARIO S,12.0,0,1,319,1,CAN
1.0,4:51,Action shot - Saved,0 - 1,CAN,FOURNIER S,12.0,0,1,291,1,CAN
1.0,4:23,Action shot - Saved,0 - 1,CAN,ROBINSON C,10.0,0,1,263,1,CAN
1.0,4:15,Action shot - Goal,1 - 1,ITA,EMMOLO G,9.0,1,1,255,1,CAN
1.0,3:55,Action shot - Goal,1 - 2,CAN,EGGENS M,5.0,1,2,235,1,CAN
1.0,3:33,Action shot - Saved,1 - 2,ITA,TABANI C,2.0,1,2,213,1,CAN
1.0,3:16,Action shot - Saved,1 - 2,ITA,BIANCONI R,8.0,1,2,196,1,CAN
1.0,3:03,Action shot - Saved,1 - 2,CAN,CHRISTMAS K,6.0,1,2,183,1,CAN
1.0,2:37,Action shot - Missed,1 - 2,ITA,BIANCONI R,8.0,1,2,157,1,CAN
1.0,2:11,Action shot - Saved,1 - 2,CAN,EGGENS M,5.0,1,2,131,1,CAN
1.0,2:11,20 sec. exclusion in centre,1 - 2,CAN,WRIGHT E,4.0,1,2,131,1,CAN
1.0,2:11,Time-Out,1 - 2,CAN,,,1,2,131,1,CAN
1.0,2:02,Extra player shot - Saved,1 - 2,ITA,BIANCONI R,8.0,1,2,122,1,CAN
1.0,1:36,Centre shot - Saved,1 - 2,CAN,ROBINSON C,10.0,1,2,96,1,CAN
1.0,0:59,Action shot - Saved,1 - 2,ITA,GARIBOTTI A,3.0,1,2,59,1,CAN
1.0,0:49,Time-Out,1 - 2,ITA,,,1,2,49,1,CAN
2.0,8:00,Starting goalkeeper,1 - 2,ITA,GORLERO G,1.0,1,2,480,1,CAN
2.0,8:00,Starting goalkeeper,1 - 2,CAN,GAUDREAULT J,1.0,1,2,480,1,CAN
2.0,8:00,Sprint won possession,1 - 2,CAN,EGGENS M,5.0,1,2,480,1,CAN
2.0,7:40,Action shot - Saved,1 - 2,CAN,EGGENS M,5.0,1,2,460,1,CAN
2.0,7:12,Action shot - Missed,1 - 2,ITA,PICOZZI D,7.0,1,2,432,1,CAN
2.0,6:15,Action shot - Goal,2 - 2,ITA,BIANCONI R,8.0,2,2,375,1,CAN
2.0,5:22,20 sec. exclusion in field,2 - 2,CAN,ROBINSON C,10.0,2,2,322,1,CAN
2.0,4:55,Action shot - Saved,2 - 2,ITA,PICOZZI D,7.0,2,2,295,1,CAN
2.0,4:28,Action shot - Saved,2 - 2,CAN,EGGENS M,5.0,2,2,268,1,CAN
2.0,3:30,Action shot - Post,2 - 2,CAN,ROBINSON C,10.0,2,2,210,1,CAN
2.0,3:05,5m shot - Saved,2 - 2,ITA,BIANCONI R,8.0,2,2,185,1,CAN
2.0,2:19,Action shot - Saved,2 - 2,ITA,QUEIROLO E,4.0,2,2,139,1,CAN
2.0,1:25,Turnover foul,2 - 2,CAN,WRIGHT E,4.0,2,2,85,1,CAN
2.0,1:19,20 sec. exclusion in centre,2 - 2,CAN,McKEE K,11.0,2,2,79,1,CAN
2.0,1:18,Action shot - Post,2 - 2,ITA,PICOZZI D,7.0,2,2,78,1,CAN
2.0,1:00,Turnover foul,2 - 2,CAN,EGGENS M,5.0,2,2,60,1,CAN
2.0,0:34,Action shot - Goal,3 - 2,ITA,BIANCONI R,8.0,3,2,34,1,CAN
2.0,0:34,Yellow card,3 - 2,CAN,Team Official,,3,2,34,1,CAN
2.0,0:08,Action shot - Missed,3 - 2,CAN,CHRISTMAS K,6.0,3,2,8,1,CAN
2.0,0:08,Time-Out,3 - 2,ITA,,,3,2,8,1,CAN
2.0,0:01,Action shot - Saved,3 - 2,ITA,BIANCONI R,8.0,3,2,1,1,CAN
3.0,8:00,Starting goalkeeper,3 - 2,ITA,GORLERO G,1.0,3,2,480,1,CAN
3.0,8:00,Starting goalkeeper,3 - 2,CAN,GAUDREAULT J,1.0,3,2,480,1,CAN
3.0,8:00,Sprint won possession,3 - 2,ITA,BIANCONI R,8.0,3,2,480,1,CAN
3.0,7:31,Turnover foul,3 - 2,ITA,BIANCONI R,8.0,3,2,451,1,CAN
3.0,7:31,Steal,3 - 2,CAN,CHRISTMAS K,6.0,3,2,451,1,CAN
3.0,6:47,Centre shot - Goal,4 - 2,ITA,QUEIROLO E,4.0,4,2,407,1,CAN
3.0,6:16,Turnover foul,4 - 2,ITA,BIANCONI R,8.0,4,2,376,1,CAN
3.0,6:16,Steal,4 - 2,CAN,FOURNIER S,12.0,4,2,376,1,CAN
3.0,5:42,Action shot - Saved,4 - 2,CAN,EGGENS M,5.0,4,2,342,1,CAN
3.0,5:12,20 sec. exclusion in centre,4 - 2,CAN,ROBINSON C,10.0,4,2,312,1,CAN
3.0,5:11,Time-Out,4 - 2,ITA,,,4,2,311,1,CAN
3.0,4:54,Extra player shot - Saved,4 - 2,ITA,BIANCONI R,8.0,4,2,294,1,CAN
3.0,4:24,Action shot - Saved,4 - 2,CAN,FOURNIER S,12.0,4,2,264,1,CAN
3.0,3:57,Action shot - Saved,4 - 2,CAN,McKELVEY H,9.0,4,2,237,1,CAN
3.0,3:33,Action shot - Goal,5 - 2,ITA,BIANCONI R,8.0,5,2,213,1,CAN
3.0,2:59,Centre shot - Saved,5 - 2,CAN,ALOGBO K,2.0,5,2,179,1,CAN
3.0,2:47,Action shot - Missed,5 - 2,ITA,AIELLO R,6.0,5,2,167,1,CAN
3.0,2:32,20 sec. exclusion in centre,5 - 2,CAN,EGGENS M,5.0,5,2,152,1,CAN
3.0,2:18,Extra player shot - Saved,5 - 2,CAN,WRIGHT E,4.0,5,2,138,1,CAN
3.0,1:49,Action shot - Saved,5 - 2,ITA,TABANI C,2.0,5,2,109,1,CAN
3.0,1:20,Action shot - Saved,5 - 2,CAN,ALOGBO K,2.0,5,2,80,1,CAN
3.0,0:59,Action shot - Goal,6 - 2,ITA,PICOZZI D,7.0,6,2,59,1,CAN
3.0,0:37,Action shot - Saved,6 - 2,CAN,BEKHAZI J,7.0,6,2,37,1,CAN
3.0,0:10,Action shot - Saved,6 - 2,ITA,DARIO S,12.0,6,2,10,1,CAN
3.0,0:10,Time-Out,6 - 2,CAN,,,6,2,10,1,CAN
3.0,0:01,Action shot - Saved,6 - 2,CAN,EGGENS M,5.0,6,2,1,1,CAN
4.0,8:00,Starting goalkeeper,6 - 2,ITA,GORLERO G,1.0,6,2,480,1,CAN
4.0,8:00,Starting goalkeeper,6 - 2,CAN,GAUDREAULT J,1.0,6,2,480,1,CAN
4.0,8:00,Sprint won possession,6 - 2,CAN,CHRISTMAS K,6.0,6,2,480,1,CAN
4.0,7:44,20 sec. exclusion in field,6 - 2,ITA,RADICCHI F,5.0,6,2,464,1,CAN
4.0,7:29,Extra player shot - Goal,6 - 3,CAN,McKEE K,11.0,6,3,449,1,CAN
4.0,7:09,Action shot - Saved,6 - 3,ITA,GARIBOTTI A,3.0,6,3,429,1,CAN
4.0,6:49,Steal,6 - 3,CAN,EGGENS M,5.0,6,3,409,1,CAN
4.0,6:29,Action shot - Saved,6 - 3,CAN,CREVIER A,3.0,6,3,389,1,CAN
4.0,6:03,Action shot - Goal,7 - 3,ITA,BIANCONI R,8.0,7,3,363,1,CAN
4.0,5:39,Steal,7 - 3,ITA,TABANI C,2.0,7,3,339,1,CAN
4.0,5:19,Action shot - Blocked,7 - 3,ITA,BIANCONI R,8.0,7,3,319,1,CAN
4.0,4:55,Penalty foul,7 - 3,CAN,McKEE K,11.0,7,3,295,1,CAN
4.0,4:55,Penalty shot - Goal,8 - 3,ITA,AIELLO R,6.0,8,3,295,1,CAN
4.0,4:36,Action shot - Goal,8 - 4,CAN,EGGENS M,5.0,8,4,276,1,CAN
4.0,4:13,Action shot - Goal,9 - 4,ITA,GARIBOTTI A,3.0,9,4,253,1,CAN
4.0,3:52,20 sec. exclusion in centre,9 - 4,ITA,PALMIERI V,10.0,9,4,232,1,CAN
4.0,3:31,Extra player shot - Saved,9 - 4,ITA,GARIBOTTI A,3.0,9,4,211,1,CAN
4.0,3:26,Action shot - Post,9 - 4,CAN,EGGENS M,5.0,9,4,206,1,CAN
4.0,2:32,Action shot - Saved,9 - 4,CAN,ROBINSON C,10.0,9,4,152,1,CAN
4.0,2:10,Action shot - Blocked,9 - 4,CAN,WRIGHT E,4.0,9,4,130,1,CAN
4.0,2:05,Time-Out,9 - 4,ITA,,,9,4,125,1,CAN
4.0,1:37,,9 - 4,CAN,Team Official,,9,4,97,1,CAN
4.0,1:19,Action shot - Saved,9 - 4,ITA,PALMIERI V,10.0,9,4,79,1,CAN
4.0,1:02,Action shot - Missed,9 - 4,CAN,BEKHAZI J,7.0,9,4,62,1,CAN
4.0,0:35,20 sec. exclusion in field,9 - 4,ITA,PALMIERI V,10.0,9,4,35,1,CAN
4.0,0:35,Extra player shot - Goal,10 - 4,ITA,COTTI A,11.0,10,4,35,1,CAN
4.0,0:05,Action shot - Blocked,10 - 4,CAN,EGGENS M,5.0,10,4,5,1,CAN
1.0,8:00,Starting goalkeeper,0 - 0,ITA,GORLERO G,1.0,0,0,480,2,BRA
1.0,8:00,Starting goalkeeper,0 - 0,BRA,CHAMORRO V,1.0,0,0,480,2,BRA
1.0,8:00,Sprint won possession,0 - 0,BRA,ZABLITH M,3.0,0,0,480,2,BRA
1.0,7:35,5m shot - Saved,0 - 0,BRA,DUARTE M,11.0,0,0,455,2,BRA
1.0,7:18,Action shot - Goal,1 - 0,ITA,GARIBOTTI A,3.0,1,0,438,2,BRA
1.0,6:56,5m shot - Missed,1 - 0,BRA,DIAS M,9.0,1,0,416,2,BRA
1.0,6:36,5m shot - Post,1 - 0,ITA,RADICCHI F,5.0,1,0,396,2,BRA
1.0,6:06,Action shot - Blocked,1 - 0,BRA,ZABLITH M,3.0,1,0,366,2,BRA
1.0,5:50,Action shot - Saved,1 - 0,BRA,DUARTE M,11.0,1,0,350,2,BRA
1.0,5:12,20 sec. exclusion in centre,1 - 0,BRA,ZABLITH M,3.0,1,0,312,2,BRA
1.0,4:54,Extra player shot - Goal,2 - 0,ITA,AIELLO R,6.0,2,0,294,2,BRA
1.0,4:27,Action shot - Post,2 - 0,BRA,DIAS M,9.0,2,0,267,2,BRA
1.0,4:01,5m shot - Goal,3 - 0,ITA,RADICCHI F,5.0,3,0,241,2,BRA
1.0,4:01,Yellow card,3 - 0,BRA,Team Official,,3,0,241,2,BRA
1.0,3:45,20 sec. exclusion in centre,3 - 0,ITA,PICOZZI D,7.0,3,0,225,2,BRA
1.0,3:23,Action shot - Goal,3 - 1,BRA,DUARTE M,11.0,3,1,203,2,BRA
1.0,2:39,5m shot - Missed,3 - 1,BRA,DUARTE M,11.0,3,1,159,2,BRA
1.0,2:18,Centre shot - Goal,4 - 1,ITA,PALMIERI V,10.0,4,1,138,2,BRA
1.0,2:01,Turnover foul,4 - 1,BRA,BAHIA V,10.0,4,1,121,2,BRA
1.0,1:56,20 sec. exclusion in centre,4 - 1,BRA,BAHIA V,10.0,4,1,116,2,BRA
1.0,1:33,Action shot - Goal,5 - 1,ITA,PALMIERI V,10.0,5,1,93,2,BRA
1.0,1:07,Action shot - Missed,5 - 1,BRA,DUARTE M,11.0,5,1,67,2,BRA
1.0,0:47,5m shot - Saved,5 - 1,ITA,DARIO S,12.0,5,1,47,2,BRA
1.0,0:40,Turnover foul,5 - 1,ITA,GARIBOTTI A,3.0,5,1,40,2,BRA
1.0,0:40,Steal,5 - 1,BRA,ABLA D,2.0,5,1,40,2,BRA
1.0,0:40,Time-Out,5 - 1,BRA,,,5,1,40,2,BRA
1.0,0:27,20 sec. exclusion in centre,5 - 1,ITA,GARIBOTTI A,3.0,5,1,27,2,BRA
1.0,0:08,Extra player shot - Blocked,5 - 1,BRA,BRUZZO M,8.0,5,1,8,2,BRA
2.0,8:00,Starting goalkeeper,5 - 1,BRA,CHAMORRO V,1.0,5,1,480,2,BRA
2.0,8:00,Sprint won possession,5 - 1,BRA,ZABLITH M,3.0,5,1,480,2,BRA
2.0,7:34,Turnover foul,5 - 1,BRA,ABLA D,2.0,5,1,454,2,BRA
2.0,7:32,Goalkeeper substitution,5 - 1,ITA,GORLERO G,1.0,5,1,452,2,BRA
2.0,7:27,Turnover foul,5 - 1,BRA,ABLA D,2.0,5,1,447,2,BRA
2.0,7:27,Steal,5 - 1,ITA,QUEIROLO E,4.0,5,1,447,2,BRA
2.0,7:21,Counter attack - Goal,6 - 1,ITA,EMMOLO G,9.0,6,1,441,2,BRA
2.0,6:54,5m shot - Goal,6 - 2,BRA,ZABLITH M,3.0,6,2,414,2,BRA
2.0,6:45,20 sec. exclusion in centre,6 - 2,BRA,ABLA D,2.0,6,2,405,2,BRA
2.0,6:41,Extra player shot - Goal,7 - 2,ITA,AIELLO R,6.0,7,2,401,2,BRA
2.0,6:20,Action shot - Blocked,7 - 2,BRA,DUARTE M,11.0,7,2,380,2,BRA
2.0,6:00,Action shot - Missed,7 - 2,ITA,DARIO S,12.0,7,2,360,2,BRA
2.0,5:38,Turnover foul,7 - 2,BRA,DUARTE M,11.0,7,2,338,2,BRA
2.0,5:22,Action shot - Post,7 - 2,ITA,BIANCONI R,8.0,7,2,322,2,BRA
2.0,5:20,Action shot - Goal,8 - 2,ITA,RADICCHI F,5.0,8,2,320,2,BRA
2.0,4:40,20 sec. exclusion in centre,8 - 2,BRA,BAHIA V,10.0,8,2,280,2,BRA
2.0,4:28,Extra player shot - Saved,8 - 2,ITA,EMMOLO G,9.0,8,2,268,2,BRA
2.0,4:20,Action shot - Goal,9 - 2,ITA,QUEIROLO E,4.0,9,2,260,2,BRA
2.0,3:56,5m shot - Saved,9 - 2,BRA,DIAS M,9.0,9,2,236,2,BRA
2.0,3:30,5m shot - Saved,9 - 2,BRA,DIAS M,9.0,9,2,210,2,BRA
2.0,3:10,Turnover foul,9 - 2,ITA,PICOZZI D,7.0,9,2,190,2,BRA
2.0,3:10,Steal,9 - 2,BRA,DUARTE M,11.0,9,2,190,2,BRA
2.0,2:41,Turnover foul,9 - 2,BRA,ZABLITH M,3.0,9,2,161,2,BRA
2.0,2:41,Steal,9 - 2,ITA,PICOZZI D,7.0,9,2,161,2,BRA
2.0,2:32,20 sec. exclusion in centre,9 - 2,BRA,DUARTE M,11.0,9,2,152,2,BRA
2.0,2:14,Extra player shot - Saved,9 - 2,ITA,PICOZZI D,7.0,9,2,134,2,BRA
2.0,1:57,Action shot - Goal,10 - 2,ITA,PALMIERI V,10.0,10,2,117,2,BRA
2.0,1:34,5m shot - Saved,10 - 2,BRA,ZABLITH M,3.0,10,2,94,2,BRA
2.0,1:19,Centre shot - Goal,11 - 2,ITA,PALMIERI V,10.0,11,2,79,2,BRA
2.0,0:50,5m shot - Missed,11 - 2,BRA,BAHIA V,10.0,11,2,50,2,BRA
2.0,0:19,Time-Out,11 - 2,BRA,,,11,2,19,2,BRA
2.0,0:05,20 sec. exclusion in centre,11 - 2,ITA,EMMOLO G,9.0,11,2,5,2,BRA
2.0,0:02,Extra player shot - Saved,11 - 2,BRA,DUARTE M,11.0,11,2,2,2,BRA
3.0,8:00,Starting goalkeeper,11 - 2,ITA,GORLERO G,1.0,11,2,480,2,BRA
3.0,8:00,Starting goalkeeper,11 - 2,BRA,CHAMORRO V,1.0,11,2,480,2,BRA
3.0,8:00,Sprint won possession,11 - 2,BRA,ZABLITH M,3.0,11,2,480,2,BRA
3.0,7:47,5m shot - Saved,11 - 2,BRA,DUARTE M,11.0,11,2,467,2,BRA
3.0,7:30,Centre shot - Goal,12 - 2,ITA,AIELLO R,6.0,12,2,450,2,BRA
3.0,7:03,5m shot - Saved,12 - 2,BRA,DUARTE M,11.0,12,2,423,2,BRA
3.0,6:49,Turnover foul,12 - 2,BRA,SOUZA J,4.0,12,2,409,2,BRA
3.0,6:49,Steal,12 - 2,ITA,RADICCHI F,5.0,12,2,409,2,BRA
3.0,6:35,Turnover foul,12 - 2,ITA,PICOZZI D,7.0,12,2,395,2,BRA
3.0,6:21,Turnover foul,12 - 2,BRA,FERREIRA S,7.0,12,2,381,2,BRA
3.0,6:21,Steal,12 - 2,ITA,GORLERO G,1.0,12,2,381,2,BRA
3.0,6:05,5m shot - Saved,12 - 2,ITA,RADICCHI F,5.0,12,2,365,2,BRA
3.0,5:42,5m shot - Post,12 - 2,ITA,RADICCHI F,5.0,12,2,342,2,BRA
3.0,5:20,Turnover foul,12 - 2,BRA,ZABLITH M,3.0,12,2,320,2,BRA
3.0,5:20,Steal,12 - 2,ITA,GORLERO G,1.0,12,2,320,2,BRA
3.0,5:07,Penalty foul,12 - 2,BRA,FERREIRA S,7.0,12,2,307,2,BRA
3.0,5:07,Penalty shot - Goal,13 - 2,ITA,BIANCONI R,8.0,13,2,307,2,BRA
3.0,4:37,5m shot - Saved,13 - 2,BRA,ZABLITH M,3.0,13,2,277,2,BRA
3.0,4:19,5m shot - Saved,13 - 2,BRA,DUARTE M,11.0,13,2,259,2,BRA
3.0,4:00,5m shot - Goal,14 - 2,ITA,PICOZZI D,7.0,14,2,240,2,BRA
3.0,3:38,Turnover foul,14 - 2,BRA,DUARTE M,11.0,14,2,218,2,BRA
3.0,3:38,Steal,14 - 2,ITA,TABANI C,2.0,14,2,218,2,BRA
3.0,3:13,5m shot - Missed,14 - 2,ITA,PICOZZI D,7.0,14,2,193,2,BRA
3.0,2:56,Action shot - Goal,14 - 3,BRA,ABLA D,2.0,14,3,176,2,BRA
3.0,2:29,Turnover foul,14 - 3,BRA,BAHIA V,10.0,14,3,149,2,BRA
3.0,2:29,Steal,14 - 3,ITA,GARIBOTTI A,3.0,14,3,149,2,BRA
3.0,2:12,Action shot - Saved,14 - 3,BRA,ABLA D,2.0,14,3,132,2,BRA
3.0,1:47,Centre shot - Saved,14 - 3,ITA,PALMIERI V,10.0,14,3,107,2,BRA
3.0,1:40,Time-Out,14 - 3,BRA,,,14,3,100,2,BRA
3.0,1:14,Action shot - Blocked,14 - 3,BRA,BELORIO L,12.0,14,3,74,2,BRA
3.0,1:02,Counter attack - Goal,15 - 3,ITA,EMMOLO G,9.0,15,3,62,2,BRA
3.0,0:39,5m shot - Missed,15 - 3,BRA,DIAS M,9.0,15,3,39,2,BRA
3.0,0:22,Action shot - Post,15 - 3,ITA,TABANI C,2.0,15,3,22,2,BRA
4.0,8:00,Starting goalkeeper,15 - 3,ITA,GORLERO G,1.0,15,3,480,2,BRA
4.0,8:00,Starting goalkeeper,15 - 3,BRA,SA R,13.0,15,3,480,2,BRA
4.0,8:00,Sprint won possession,15 - 3,BRA,ZABLITH M,3.0,15,3,480,2,BRA
4.0,7:31,5m shot - Saved,15 - 3,BRA,DIAS M,9.0,15,3,451,2,BRA
4.0,7:04,5m shot - Missed,15 - 3,ITA,PALMIERI V,10.0,15,3,424,2,BRA
4.0,6:36,5m shot - Blocked,15 - 3,BRA,DIAS M,9.0,15,3,396,2,BRA
4.0,6:16,Turnover foul,15 - 3,ITA,PALMIERI V,10.0,15,3,376,2,BRA
4.0,6:14,20 sec. exclusion in centre,15 - 3,ITA,QUEIROLO E,4.0,15,3,374,2,BRA
4.0,5:49,Action shot - Saved,15 - 3,BRA,DUARTE M,11.0,15,3,349,2,BRA
4.0,5:26,Action shot - Goal,16 - 3,ITA,BIANCONI R,8.0,16,3,326,2,BRA
4.0,5:04,5m shot - Missed,16 - 3,BRA,ZABLITH M,3.0,16,3,304,2,BRA
4.0,4:38,Action shot - Post,16 - 3,ITA,BIANCONI R,8.0,16,3,278,2,BRA
4.0,4:16,Turnover foul,16 - 3,BRA,ZABLITH M,3.0,16,3,256,2,BRA
4.0,3:56,5m shot - Goal,17 - 3,ITA,EMMOLO G,9.0,17,3,236,2,BRA
4.0,3:56,Goalkeeper substitution,17 - 3,ITA,LAVI F,13.0,17,3,236,2,BRA
4.0,3:27,Centre shot - Goal,17 - 4,BRA,ZABLITH M,3.0,17,4,207,2,BRA
4.0,3:18,Turnover foul,17 - 4,ITA,BIANCONI R,8.0,17,4,198,2,BRA
4.0,3:11,Counter attack - Saved,17 - 4,BRA,FERREIRA S,7.0,17,4,191,2,BRA
4.0,2:56,5m shot - Goal,18 - 4,ITA,EMMOLO G,9.0,18,4,176,2,BRA
4.0,2:31,Action shot - Saved,18 - 4,BRA,DIAS M,9.0,18,4,151,2,BRA
4.0,2:26,Centre shot - Saved,18 - 4,BRA,FERREIRA S,7.0,18,4,146,2,BRA
4.0,1:32,5m shot - Missed,18 - 4,BRA,DIAS M,9.0,18,4,92,2,BRA
4.0,1:20,20 sec. exclusion in centre,18 - 4,BRA,DIAS M,9.0,18,4,80,2,BRA
4.0,0:59,Turnover foul,18 - 4,ITA,AIELLO R,6.0,18,4,59,2,BRA
4.0,0:59,Time-Out,18 - 4,BRA,,,18,4,59,2,BRA
4.0,0:50,20 sec. exclusion in centre,18 - 4,ITA,QUEIROLO E,4.0,18,4,50,2,BRA
4.0,0:22,5m shot - Saved,18 - 4,BRA,ABLA D,2.0,18,4,22,2,BRA
1.0,8:00,Starting goalkeeper,0 - 0,ITA,GORLERO G,1.0,0,0,480,3,CHN
1.0,8:00,Starting goalkeeper,0 - 0,CHN,PENG L,1.0,0,0,480,3,CHN
1.0,8:00,Sprint won possession,0 - 0,CHN,NIU G,5.0,0,0,480,3,CHN
1.0,7:34,Centre shot - Goal,0 - 1,CHN,XIONG D,4.0,0,1,454,3,CHN
1.0,7:14,5m shot - Blocked,0 - 1,ITA,BIANCONI R,8.0,0,1,434,3,CHN
1.0,7:13,20 sec. exclusion in centre,0 - 1,CHN,MEI X,3.0,0,1,433,3,CHN
1.0,6:59,Extra player shot - Goal,1 - 1,ITA,AIELLO R,6.0,1,1,419,3,CHN
1.0,6:30,Turnover foul,1 - 1,CHN,ZHANG C,8.0,1,1,390,3,CHN
1.0,6:30,Steal,1 - 1,ITA,GORLERO G,1.0,1,1,390,3,CHN
1.0,6:18,Turnover foul,1 - 1,ITA,BIANCONI R,8.0,1,1,378,3,CHN
1.0,6:18,Steal,1 - 1,CHN,MEI X,3.0,1,1,378,3,CHN
1.0,5:58,Penalty foul,1 - 1,ITA,GARIBOTTI A,3.0,1,1,358,3,CHN
1.0,5:58,Penalty shot - Goal,1 - 2,CHN,ZHAO Z,9.0,1,2,358,3,CHN
1.0,5:34,5m shot - Saved,1 - 2,ITA,BIANCONI R,8.0,1,2,334,3,CHN
1.0,5:09,Action shot - Saved,1 - 2,CHN,NIU G,5.0,1,2,309,3,CHN
1.0,4:48,5m shot - Post,1 - 2,ITA,GARIBOTTI A,3.0,1,2,288,3,CHN
1.0,4:36,5m shot - Post,1 - 2,ITA,EMMOLO G,9.0,1,2,276,3,CHN
1.0,4:11,5m shot - Post,1 - 2,CHN,NIU G,5.0,1,2,251,3,CHN
1.0,3:52,Centre shot - Post,1 - 2,ITA,AIELLO R,6.0,1,2,232,3,CHN
1.0,3:26,Turnover foul,1 - 2,CHN,NIU G,5.0,1,2,206,3,CHN
1.0,3:26,Steal,1 - 2,ITA,GARIBOTTI A,3.0,1,2,206,3,CHN
