Action,Cap,Game,NED,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Extra player shot - Saved,5.0,3,5,7,HUN,4.0,SZUCS G,5 - 7,444,HUN,7:24
20 sec. exclusion in field,6.0,3,5,7,HUN,4.0,TAKACS O,5 - 7,425,HUN,7:05
Extra player shot - Saved,5.0,3,5,7,HUN,4.0,GENEE A,5 - 7,407,NED,6:47
Turnover foul,10.0,3,5,7,HUN,4.0,KOOLHAAS I,5 - 7,346,NED,5:46
Penalty foul,8.0,3,5,7,HUN,4.0,SEVENICH V,5 - 7,332,NED,5:32
Penalty shot - Goal,8.0,3,5,8,HUN,4.0,KESZTHELYI R,5 - 8,332,HUN,5:32
Turnover foul,8.0,3,5,8,HUN,4.0,SEVENICH V,5 - 8,314,NED,5:14
Centre shot - Saved,10.0,3,5,8,HUN,4.0,BUJKA B,5 - 8,301,HUN,5:01
20 sec. exclusion in field,5.0,3,5,8,HUN,4.0,SZUCS G,5 - 8,295,HUN,4:55
Extra player shot - Saved,4.0,3,5,8,HUN,4.0,van der SLOOT S,5 - 8,277,NED,4:37
Turnover foul,10.0,3,5,8,HUN,4.0,BUJKA B,5 - 8,250,HUN,4:10
Steal,1.0,3,5,8,HUN,4.0,GANGL E,5 - 8,107,HUN,1:47
Penalty foul,6.0,3,5,8,HUN,4.0,STOMPHORST N,5 - 8,82,NED,1:22
Penalty shot - Goal,8.0,3,7,10,HUN,4.0,KESZTHELYI R,7 - 10,82,HUN,1:22
20 sec. exclusion in field,6.0,3,7,10,HUN,4.0,TAKACS O,7 - 10,66,HUN,1:06
Extra player shot - Goal,4.0,3,8,10,HUN,4.0,van der SLOOT S,8 - 10,63,NED,1:03
Turnover foul,9.0,3,8,10,HUN,4.0,TOTH I,8 - 10,33,HUN,0:33
Steal,4.0,3,8,10,HUN,4.0,van der SLOOT S,8 - 10,33,NED,0:33
5m shot - Saved,4.0,3,8,10,HUN,4.0,van der SLOOT S,8 - 10,15,NED,0:15
Starting goalkeeper,13.0,4,0,0,RUS,1.0,WILLEMSZ D,0 - 0,480,NED,8:00
Starting goalkeeper,13.0,4,0,0,RUS,1.0,KARNAUKH A,0 - 0,480,RUS,8:00
Sprint won possession,7.0,4,0,0,RUS,1.0,SERZHANTOVA A,0 - 0,480,RUS,8:00
Action shot - Goal,3.0,4,0,1,RUS,1.0,PROKOFYEVA E,0 - 1,451,RUS,7:31
20 sec. exclusion in centre,6.0,4,0,1,RUS,1.0,GORBUNOVA O,0 - 1,437,RUS,7:17
Extra player shot - Goal,6.0,4,1,1,RUS,1.0,STOMPHORST N,1 - 1,417,NED,6:57
Action shot - Missed,6.0,4,1,1,RUS,1.0,GORBUNOVA O,1 - 1,390,RUS,6:30
Turnover foul,9.0,4,1,1,RUS,1.0,MEGENS M,1 - 1,362,NED,6:02
Steal,12.0,4,1,1,RUS,1.0,RYZHKOVA D,1 - 1,362,RUS,6:02
5m shot - Missed,10.0,4,1,1,RUS,1.0,TOLKUNOVA T,1 - 1,333,RUS,5:33
20 sec. exclusion in field,12.0,4,1,1,RUS,1.0,RYZHKOVA D,1 - 1,320,RUS,5:20
Extra player shot - Missed,9.0,4,1,1,RUS,1.0,MEGENS M,1 - 1,302,NED,5:02
Action shot - Goal,12.0,4,1,2,RUS,1.0,RYZHKOVA D,1 - 2,277,RUS,4:37
5m shot - Missed,2.0,4,1,2,RUS,1.0,SMIT Y,1 - 2,258,NED,4:18
Centre shot - Goal,9.0,4,1,3,RUS,1.0,TIMOFEEVA A,1 - 3,238,RUS,3:58
5m shot - Blocked,9.0,4,1,3,RUS,1.0,MEGENS M,1 - 3,217,NED,3:37
20 sec. exclusion in centre,11.0,4,1,3,RUS,1.0,KLAASSEN L,1 - 3,191,NED,3:11
Time-Out,,4,1,3,RUS,1.0,,1 - 3,191,RUS,3:11
Extra player shot - Goal,12.0,4,1,4,RUS,1.0,RYZHKOVA D,1 - 4,172,RUS,2:52
Turnover foul,3.0,4,1,4,RUS,1.0,PROKOFYEVA E,1 - 4,151,RUS,2:31
Turnover foul,9.0,4,1,4,RUS,1.0,MEGENS M,1 - 4,146,NED,2:26
Steal,3.0,4,1,4,RUS,1.0,PROKOFYEVA E,1 - 4,146,RUS,2:26
5m shot - Missed,3.0,4,1,4,RUS,1.0,PROKOFYEVA E,1 - 4,127,RUS,2:07
Penalty foul,3.0,4,1,4,RUS,1.0,PROKOFYEVA E,1 - 4,114,RUS,1:54
Penalty shot - Goal,4.0,4,2,4,RUS,1.0,van der SLOOT S,2 - 4,114,NED,1:54
Action shot - Post,11.0,4,2,4,RUS,1.0,IVANOVA E,2 - 4,85,RUS,1:25
Time-Out,,4,2,4,RUS,1.0,,2 - 4,74,NED,1:14
Goalkeeper substitution,1.0,4,2,4,RUS,1.0,AARTS L,2 - 4,74,NED,1:14
Turnover foul,5.0,4,2,4,RUS,1.0,GENEE A,2 - 4,58,NED,0:58
Steal,4.0,4,2,4,RUS,1.0,KARIMOVA E,2 - 4,58,RUS,0:58
Action shot - Post,6.0,4,2,4,RUS,1.0,GORBUNOVA O,2 - 4,33,RUS,0:33
Centre shot - Missed,4.0,4,2,4,RUS,1.0,van der SLOOT S,2 - 4,10,NED,0:10
Starting goalkeeper,1.0,4,2,4,RUS,2.0,AARTS L,2 - 4,480,NED,8:00
Starting goalkeeper,13.0,4,2,4,RUS,2.0,KARNAUKH A,2 - 4,480,RUS,8:00
Sprint won possession,7.0,4,2,4,RUS,2.0,SERZHANTOVA A,2 - 4,480,RUS,8:00
5m shot - Goal,3.0,4,2,5,RUS,2.0,PROKOFYEVA E,2 - 5,457,RUS,7:37
Centre shot - Missed,8.0,4,2,5,RUS,2.0,SEVENICH V,2 - 5,440,NED,7:20
Action shot - Goal,6.0,4,2,6,RUS,2.0,GORBUNOVA O,2 - 6,426,RUS,7:06
5m shot - Post,11.0,4,2,6,RUS,2.0,KLAASSEN L,2 - 6,405,NED,6:45
Turnover foul,11.0,4,2,6,RUS,2.0,IVANOVA E,2 - 6,390,RUS,6:30
Steal,9.0,4,2,6,RUS,2.0,MEGENS M,2 - 6,390,NED,6:30
20 sec. exclusion in centre,4.0,4,2,6,RUS,2.0,KARIMOVA E,2 - 6,378,RUS,6:18
Extra player shot - Goal,8.0,4,3,6,RUS,2.0,SEVENICH V,3 - 6,372,NED,6:12
Action shot - Saved,4.0,4,3,6,RUS,2.0,KARIMOVA E,3 - 6,349,RUS,5:49
Action shot - Blocked,9.0,4,3,6,RUS,2.0,MEGENS M,3 - 6,327,NED,5:27
20 sec. exclusion in field,9.0,4,3,6,RUS,2.0,MEGENS M,3 - 6,313,NED,5:13
Time-Out,,4,3,6,RUS,2.0,,3 - 6,312,RUS,5:12
Extra player shot - Goal,3.0,4,3,7,RUS,2.0,PROKOFYEVA E,3 - 7,294,RUS,4:54
20 sec. exclusion in field,8.0,4,3,7,RUS,2.0,SIMANOVICH A,3 - 7,278,RUS,4:38
Extra player shot - Goal,6.0,4,4,7,RUS,2.0,STOMPHORST N,4 - 7,267,NED,4:27
20 sec. exclusion in centre,2.0,4,4,7,RUS,2.0,SMIT Y,4 - 7,245,NED,4:05
Extra player shot - Post,11.0,4,4,7,RUS,2.0,IVANOVA E,4 - 7,230,RUS,3:50
Counter attack - Goal,4.0,4,5,7,RUS,2.0,van der SLOOT S,5 - 7,218,NED,3:38
Action shot - Saved,4.0,4,5,7,RUS,2.0,KARIMOVA E,5 - 7,196,RUS,3:16
20 sec. exclusion in field,6.0,4,5,7,RUS,2.0,STOMPHORST N,5 - 7,193,NED,3:13
Action shot - Missed,4.0,4,5,7,RUS,2.0,KARIMOVA E,5 - 7,170,RUS,2:50
5m shot - Blocked,10.0,4,5,7,RUS,2.0,KOOLHAAS I,5 - 7,142,NED,2:22
Centre shot - Saved,9.0,4,5,7,RUS,2.0,TIMOFEEVA A,5 - 7,118,RUS,1:58
Time-Out,,4,5,7,RUS,2.0,,5 - 7,116,NED,1:56
Turnover foul,8.0,4,5,7,RUS,2.0,SEVENICH V,5 - 7,87,NED,1:27
Steal,8.0,4,5,7,RUS,2.0,SIMANOVICH A,5 - 7,87,RUS,1:27
5m shot - Saved,10.0,4,5,7,RUS,4.0,TOLKUNOVA T,5 - 7,176,RUS,2:56
Turnover foul,11.0,4,5,7,RUS,4.0,KLAASSEN L,5 - 7,154,NED,2:34
Steal,9.0,4,5,7,RUS,4.0,TIMOFEEVA A,5 - 7,154,RUS,2:34
20 sec. exclusion in field,9.0,4,5,7,RUS,4.0,TIMOFEEVA A,5 - 7,150,RUS,2:30
Extra player shot - Post,2.0,4,5,7,RUS,4.0,SMIT Y,5 - 7,131,NED,2:11
Turnover foul,4.0,4,5,7,RUS,4.0,KARIMOVA E,5 - 7,111,RUS,1:51
Steal,3.0,4,5,7,RUS,4.0,GENEE D,5 - 7,111,NED,1:51
Turnover foul,8.0,4,5,7,RUS,4.0,SEVENICH V,5 - 7,95,NED,1:35
Steal,5.0,4,5,7,RUS,4.0,BORISOVA M,5 - 7,95,RUS,1:35
5m shot - Missed,12.0,4,5,7,RUS,2.0,RYZHKOVA D,5 - 7,62,RUS,1:02
20 sec. exclusion in centre,10.0,4,5,7,RUS,2.0,TOLKUNOVA T,5 - 7,53,RUS,0:53
Action shot - Goal,11.0,4,6,7,RUS,2.0,KLAASSEN L,6 - 7,31,NED,0:31
Action shot - Saved,2.0,4,6,7,RUS,2.0,VAKHITOVA V,6 - 7,7,RUS,0:07
5m shot - Saved,9.0,4,6,7,RUS,2.0,MEGENS M,6 - 7,2,NED,0:02
Starting goalkeeper,1.0,4,6,7,RUS,3.0,AARTS L,6 - 7,480,NED,8:00
Starting goalkeeper,13.0,4,6,7,RUS,3.0,KARNAUKH A,6 - 7,480,RUS,8:00
Sprint won possession,6.0,4,6,7,RUS,3.0,STOMPHORST N,6 - 7,480,NED,8:00
Action shot - Goal,6.0,4,7,7,RUS,3.0,STOMPHORST N,7 - 7,464,NED,7:44
5m shot - Post,6.0,4,7,7,RUS,3.0,GORBUNOVA O,7 - 7,443,RUS,7:23
20 sec. exclusion in centre,8.0,4,7,7,RUS,3.0,SIMANOVICH A,7 - 7,412,RUS,6:52
Extra player shot - Missed,9.0,4,7,7,RUS,3.0,MEGENS M,7 - 7,398,NED,6:38
5m shot - Blocked,4.0,4,7,7,RUS,3.0,KARIMOVA E,7 - 7,369,RUS,6:09
20 sec. exclusion in centre,9.0,4,7,7,RUS,3.0,TIMOFEEVA A,7 - 7,343,RUS,5:43
Extra player shot - Saved,2.0,4,7,7,RUS,3.0,SMIT Y,7 - 7,330,NED,5:30
Extra player shot - Saved,11.0,4,7,7,RUS,3.0,KLAASSEN L,7 - 7,322,NED,5:22
20 sec. exclusion in centre,6.0,4,7,7,RUS,3.0,STOMPHORST N,7 - 7,309,NED,5:09
Action shot - Post,5.0,4,7,7,RUS,3.0,BORISOVA M,7 - 7,282,RUS,4:42
Action shot - Goal,3.0,4,8,7,RUS,3.0,GENEE D,8 - 7,263,NED,4:23
5m shot - Goal,10.0,4,8,8,RUS,3.0,TOLKUNOVA T,8 - 8,240,RUS,4:00
Action shot - Saved,9.0,4,8,8,RUS,3.0,MEGENS M,8 - 8,219,NED,3:39
Action shot - Saved,2.0,4,8,8,RUS,3.0,SMIT Y,8 - 8,202,NED,3:22
Turnover foul,8.0,4,8,8,RUS,3.0,SIMANOVICH A,8 - 8,177,RUS,2:57
Steal,10.0,4,8,8,RUS,3.0,KOOLHAAS I,8 - 8,177,NED,2:57
Time-Out,,4,8,8,RUS,3.0,,8 - 8,177,RUS,2:57
Turnover foul,4.0,4,8,8,RUS,3.0,KARIMOVA E,8 - 8,167,RUS,2:47
Steal,3.0,4,8,8,RUS,3.0,GENEE D,8 - 8,167,NED,2:47
Turnover foul,2.0,4,8,8,RUS,3.0,SMIT Y,8 - 8,146,NED,2:26
Steal,4.0,4,8,8,RUS,3.0,KARIMOVA E,8 - 8,146,RUS,2:26
Turnover foul,9.0,4,8,8,RUS,3.0,TIMOFEEVA A,8 - 8,129,RUS,2:09
Turnover foul,10.0,4,8,8,RUS,3.0,KOOLHAAS I,8 - 8,119,NED,1:59
Steal,6.0,4,8,8,RUS,3.0,GORBUNOVA O,8 - 8,119,RUS,1:59
Counter attack - Goal,9.0,4,8,9,RUS,3.0,TIMOFEEVA A,8 - 9,108,RUS,1:48
5m shot - Saved,11.0,4,8,9,RUS,3.0,KLAASSEN L,8 - 9,86,NED,1:26
Centre shot - Saved,8.0,4,8,9,RUS,3.0,SEVENICH V,8 - 9,74,NED,1:14
5m shot - Goal,11.0,4,8,10,RUS,3.0,IVANOVA E,8 - 10,49,RUS,0:49
20 sec. exclusion in centre,8.0,4,8,10,RUS,3.0,SIMANOVICH A,8 - 10,32,RUS,0:32
Exclusion with substitution,8.0,4,8,10,RUS,3.0,SIMANOVICH A,8 - 10,32,RUS,0:32
Time-Out,,4,8,10,RUS,3.0,,8 - 10,30,NED,0:30
Extra player shot - Saved,11.0,4,8,10,RUS,3.0,KLAASSEN L,8 - 10,15,NED,0:15
Turnover foul,9.0,4,8,10,RUS,3.0,TIMOFEEVA A,8 - 10,2,RUS,0:02
Starting goalkeeper,1.0,4,8,10,RUS,4.0,AARTS L,8 - 10,480,NED,8:00
Starting goalkeeper,13.0,4,8,10,RUS,4.0,KARNAUKH A,8 - 10,480,RUS,8:00
Sprint won possession,6.0,4,8,10,RUS,4.0,STOMPHORST N,8 - 10,480,NED,8:00
20 sec. exclusion in centre,5.0,4,8,10,RUS,4.0,BORISOVA M,8 - 10,458,RUS,7:38
Action shot - Saved,11.0,4,8,10,RUS,4.0,KLAASSEN L,8 - 10,433,NED,7:13
Turnover foul,9.0,4,8,10,RUS,4.0,TIMOFEEVA A,8 - 10,405,RUS,6:45
Steal,9.0,4,8,10,RUS,4.0,MEGENS M,8 - 10,405,NED,6:45
Action shot - Saved,9.0,4,8,10,RUS,4.0,MEGENS M,8 - 10,389,NED,6:29
20 sec. exclusion in field,3.0,4,8,10,RUS,4.0,GENEE D,8 - 10,371,NED,6:11
Centre shot - Missed,5.0,4,8,10,RUS,4.0,BORISOVA M,8 - 10,345,RUS,5:45
Penalty foul,12.0,4,8,10,RUS,4.0,RYZHKOVA D,8 - 10,328,RUS,5:28
Penalty shot - Goal,11.0,4,9,10,RUS,4.0,KLAASSEN L,9 - 10,328,NED,5:28
5m shot - Missed,5.0,4,9,10,RUS,4.0,BORISOVA M,9 - 10,304,RUS,5:04
Turnover foul,6.0,4,9,10,RUS,4.0,STOMPHORST N,9 - 10,282,NED,4:42
Steal,5.0,4,9,10,RUS,4.0,BORISOVA M,9 - 10,282,RUS,4:42
20 sec. exclusion in centre,7.0,4,9,10,RUS,4.0,NIJHUIS M,9 - 10,256,NED,4:16
Extra player shot - Goal,4.0,4,9,11,RUS,4.0,KARIMOVA E,9 - 11,236,RUS,3:56
20 sec. exclusion in field,5.0,4,9,11,RUS,4.0,BORISOVA M,9 - 11,223,RUS,3:43
Extra player shot - Saved,3.0,4,9,11,RUS,4.0,GENEE D,9 - 11,208,NED,3:28
Action shot - Goal,9.0,4,10,11,RUS,4.0,MEGENS M,10 - 11,200,NED,3:20
20 sec. exclusion in field,2.0,4,10,11,RUS,4.0,SMIT Y,10 - 11,79,NED,1:19
Time-Out,,4,10,11,RUS,4.0,,10 - 11,79,RUS,1:19
Action shot - Saved,12.0,4,10,11,RUS,4.0,RYZHKOVA D,10 - 11,52,RUS,0:52
Turnover foul,11.0,4,10,11,RUS,4.0,IVANOVA E,10 - 11,40,RUS,0:40
Steal,9.0,4,10,11,RUS,4.0,MEGENS M,10 - 11,40,NED,0:40
20 sec. exclusion in centre,3.0,4,10,11,RUS,4.0,PROKOFYEVA E,10 - 11,30,RUS,0:30
Time-Out,,4,10,11,RUS,4.0,,10 - 11,29,NED,0:29
5m shot - Missed,11.0,4,10,11,RUS,4.0,KLAASSEN L,10 - 11,6,NED,0:06
Starting goalkeeper,1.0,5,0,0,NZL,1.0,MILICICH J,0 - 0,480,NZL,8:00
Starting goalkeeper,1.0,5,0,0,NZL,1.0,AARTS L,0 - 0,480,NED,8:00
Sprint won possession,6.0,5,0,0,NZL,1.0,STOMPHORST N,0 - 0,480,NED,8:00
Penalty foul,3.0,5,0,0,NZL,1.0,MASON K,0 - 0,457,NZL,7:37
Penalty shot - Goal,9.0,5,1,0,NZL,1.0,MEGENS M,0 - 1,457,NED,7:37
Action shot - Missed,9.0,5,1,0,NZL,1.0,STONEMAN E,0 - 1,427,NZL,7:07
Turnover foul,2.0,5,1,0,NZL,1.0,SMIT Y,0 - 1,402,NED,6:42
Steal,1.0,5,1,0,NZL,1.0,MILICICH J,0 - 1,402,NZL,6:42
Turnover foul,11.0,5,1,0,NZL,1.0,HUDSON K,0 - 1,380,NZL,6:20
Steal,3.0,5,1,0,NZL,1.0,GENEE D,0 - 1,380,NED,6:20
Centre shot - Goal,7.0,5,2,0,NZL,1.0,NIJHUIS M,0 - 2,361,NED,6:01
Action shot - Saved,11.0,5,2,0,NZL,1.0,HUDSON K,0 - 2,340,NZL,5:40
Action shot - Post,9.0,5,2,0,NZL,1.0,STONEMAN E,0 - 2,327,NZL,5:27
5m shot - Goal,9.0,5,3,0,NZL,1.0,MEGENS M,0 - 3,317,NED,5:17
Action shot - Saved,11.0,5,3,0,NZL,1.0,HUDSON K,0 - 3,289,NZL,4:49
Action shot - Goal,11.0,5,4,0,NZL,1.0,KLAASSEN L,0 - 4,273,NED,4:33
Time-Out,,5,4,0,NZL,1.0,,0 - 4,273,NZL,4:33
20 sec. exclusion in centre,11.0,5,4,0,NZL,1.0,KLAASSEN L,0 - 4,257,NED,4:17
Action shot - Saved,8.0,5,4,0,NZL,1.0,LOPES da SILVA C,0 - 4,232,NZL,3:52
20 sec. exclusion in centre,10.0,5,4,0,NZL,1.0,BOWRY C,0 - 4,218,NZL,3:38
Extra player shot - Goal,6.0,5,5,0,NZL,1.0,STOMPHORST N,0 - 5,200,NED,3:20
20 sec. exclusion in field,12.0,5,5,0,NZL,1.0,JOUSTRA K,0 - 5,191,NED,3:11
Extra player shot - Goal,7.0,5,5,1,NZL,1.0,HOUGHTON E,1 - 5,175,NZL,2:55
5m shot - Post,10.0,5,5,1,NZL,1.0,KOOLHAAS I,1 - 5,145,NED,2:25
20 sec. exclusion in field,8.0,5,5,1,NZL,1.0,SEVENICH V,1 - 5,138,NED,2:18
Extra player shot - Saved,8.0,5,5,1,NZL,1.0,LOPES da SILVA C,1 - 5,120,NZL,2:00
5m shot - Post,11.0,5,5,1,NZL,1.0,KLAASSEN L,1 - 5,106,NED,1:46
Turnover foul,2.0,5,5,1,NZL,1.0,LEWIS N,1 - 5,75,NZL,1:15
Steal,10.0,5,5,1,NZL,1.0,KOOLHAAS I,1 - 5,75,NED,1:15
Turnover foul,8.0,5,5,1,NZL,1.0,SEVENICH V,1 - 5,49,NED,0:49
Steal,1.0,5,5,1,NZL,1.0,MILICICH J,1 - 5,49,NZL,0:49
5m shot - Saved,4.0,5,5,1,NZL,1.0,FERIGO R,1 - 5,18,NZL,0:18
Counter attack - Saved,10.0,5,5,1,NZL,1.0,KOOLHAAS I,1 - 5,7,NED,0:07
Starting goalkeeper,1.0,5,5,1,NZL,2.0,MILICICH J,1 - 5,480,NZL,8:00
Starting goalkeeper,13.0,5,5,1,NZL,2.0,WILLEMSZ D,1 - 5,480,NED,8:00
Sprint won possession,6.0,5,5,1,NZL,2.0,STOMPHORST N,1 - 5,480,NED,8:00
Turnover foul,7.0,5,5,1,NZL,2.0,NIJHUIS M,1 - 5,454,NED,7:34
Steal,8.0,5,5,1,NZL,2.0,LOPES da SILVA C,1 - 5,454,NZL,7:34
Action shot - Saved,7.0,5,5,1,NZL,2.0,HOUGHTON E,1 - 5,432,NZL,7:12
Action shot - Saved,7.0,5,5,1,NZL,2.0,HOUGHTON E,1 - 5,417,NZL,6:57
5m shot - Post,7.0,5,5,1,NZL,2.0,NIJHUIS M,1 - 5,401,NED,6:41
5m shot - Blocked,7.0,5,5,1,NZL,2.0,HOUGHTON E,1 - 5,372,NZL,6:12
Centre shot - Goal,6.0,5,6,1,NZL,2.0,STOMPHORST N,1 - 6,353,NED,5:53
5m shot - Saved,12.0,5,6,1,NZL,2.0,PYE B,1 - 6,332,NZL,5:32
20 sec. exclusion in field,9.0,5,6,1,NZL,2.0,STONEMAN E,1 - 6,320,NZL,5:20
Extra player shot - Goal,6.0,5,7,1,NZL,2.0,STOMPHORST N,1 - 7,306,NED,5:06
5m shot - Goal,5.0,5,7,2,NZL,2.0,BOYD A,2 - 7,289,NZL,4:49
