Action,Cap,Game,NED,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
20 sec. exclusion in centre,5.0,5,7,2,NZL,2.0,BOYD A,2 - 7,278,NZL,4:38
Extra player shot - Goal,3.0,5,8,2,NZL,2.0,GENEE D,2 - 8,274,NED,4:34
5m shot - Saved,6.0,5,8,2,NZL,2.0,DOYLE B,2 - 8,247,NZL,4:07
Action shot - Goal,5.0,5,9,2,NZL,2.0,GENEE A,2 - 9,233,NED,3:53
Turnover foul,3.0,5,9,2,NZL,2.0,MASON K,2 - 9,214,NZL,3:34
Steal,3.0,5,9,2,NZL,2.0,GENEE D,2 - 9,214,NED,3:34
Turnover foul,9.0,5,9,2,NZL,2.0,MEGENS M,2 - 9,196,NED,3:16
Steal,6.0,5,9,2,NZL,2.0,DOYLE B,2 - 9,196,NZL,3:16
20 sec. exclusion in field,9.0,5,9,2,NZL,2.0,MEGENS M,2 - 9,125,NED,2:05
Time-Out,,5,9,2,NZL,2.0,,2 - 9,125,NZL,2:05
Extra player shot - Saved,2.0,5,9,2,NZL,2.0,LEWIS N,2 - 9,112,NZL,1:52
5m shot - Post,3.0,5,9,2,NZL,2.0,MASON K,2 - 9,102,NZL,1:42
Turnover foul,5.0,5,9,2,NZL,2.0,GENEE A,2 - 9,75,NED,1:15
5m shot - Saved,8.0,5,9,2,NZL,2.0,LOPES da SILVA C,2 - 9,50,NZL,0:50
Exclusion with substitution,2.0,5,9,2,NZL,4.0,SMIT Y,2 - 9,198,NED,3:18
Action shot - Post,9.0,5,9,2,NZL,4.0,STONEMAN E,2 - 9,174,NZL,2:54
Action shot - Goal,5.0,5,18,4,NZL,4.0,GENEE A,4 - 18,149,NED,2:29
5m shot - Missed,3.0,5,18,4,NZL,4.0,MASON K,4 - 18,121,NZL,2:01
5m shot - Goal,11.0,5,19,4,NZL,4.0,KLAASSEN L,4 - 19,110,NED,1:50
5m shot - Saved,8.0,5,19,4,NZL,4.0,LOPES da SILVA C,4 - 19,88,NZL,1:28
Time-Out,,5,19,4,NZL,2.0,,4 - 19,50,NED,0:50
Action shot - Goal,8.0,5,10,2,NZL,2.0,SEVENICH V,2 - 10,34,NED,0:34
Turnover foul,4.0,5,10,2,NZL,2.0,FERIGO R,2 - 10,22,NZL,0:22
Steal,3.0,5,10,2,NZL,2.0,GENEE D,2 - 10,22,NED,0:22
20 sec. exclusion in field,5.0,5,10,2,NZL,2.0,BOYD A,2 - 10,19,NZL,0:19
Extra player shot - Goal,3.0,5,11,2,NZL,2.0,GENEE D,2 - 11,7,NED,0:07
Starting goalkeeper,1.0,5,11,2,NZL,3.0,MILICICH J,2 - 11,480,NZL,8:00
Goalkeeper substitution,1.0,5,11,2,NZL,3.0,AARTS L,2 - 11,480,NED,8:00
Sprint won possession,9.0,5,11,2,NZL,3.0,MEGENS M,2 - 11,480,NED,8:00
5m shot - Blocked,11.0,5,11,2,NZL,3.0,KLAASSEN L,2 - 11,464,NED,7:44
Centre shot - Saved,2.0,5,11,2,NZL,3.0,LEWIS N,2 - 11,442,NZL,7:22
Turnover foul,11.0,5,11,2,NZL,3.0,KLAASSEN L,2 - 11,423,NED,7:03
Steal,9.0,5,11,2,NZL,3.0,STONEMAN E,2 - 11,423,NZL,7:03
5m shot - Post,12.0,5,11,2,NZL,3.0,PYE B,2 - 11,394,NZL,6:34
Action shot - Goal,7.0,5,12,2,NZL,3.0,NIJHUIS M,2 - 12,377,NED,6:17
Turnover foul,10.0,5,12,2,NZL,3.0,KOOLHAAS I,2 - 12,359,NED,5:59
20 sec. exclusion in centre,7.0,5,12,2,NZL,3.0,HOUGHTON E,2 - 12,343,NZL,5:43
Extra player shot - Goal,8.0,5,13,2,NZL,3.0,SEVENICH V,2 - 13,341,NED,5:41
5m shot - Goal,3.0,5,13,3,NZL,3.0,MASON K,3 - 13,317,NZL,5:17
Turnover foul,11.0,5,13,3,NZL,3.0,KLAASSEN L,3 - 13,293,NED,4:53
Steal,6.0,5,13,3,NZL,3.0,DOYLE B,3 - 13,293,NZL,4:53
20 sec. exclusion in centre,12.0,5,13,3,NZL,3.0,JOUSTRA K,3 - 13,278,NED,4:38
5m shot - Saved,3.0,5,13,3,NZL,3.0,MASON K,3 - 13,257,NZL,4:17
Action shot - Post,11.0,5,13,3,NZL,3.0,KLAASSEN L,3 - 13,228,NED,3:48
5m shot - Saved,6.0,5,13,3,NZL,3.0,DOYLE B,3 - 13,200,NZL,3:20
5m shot - Saved,11.0,5,13,3,NZL,3.0,KLAASSEN L,3 - 13,175,NED,2:55
Turnover foul,12.0,5,13,3,NZL,3.0,JOUSTRA K,3 - 13,149,NED,2:29
Steal,7.0,5,13,3,NZL,3.0,HOUGHTON E,3 - 13,149,NZL,2:29
20 sec. exclusion in field,2.0,5,13,3,NZL,3.0,SMIT Y,3 - 13,126,NED,2:06
Time-Out,,5,13,3,NZL,3.0,,3 - 13,126,NZL,2:06
Action shot - Blocked,8.0,5,13,3,NZL,3.0,LOPES da SILVA C,3 - 13,101,NZL,1:41
5m shot - Goal,2.0,5,14,3,NZL,3.0,SMIT Y,3 - 14,87,NED,1:27
5m shot - Missed,6.0,5,14,3,NZL,3.0,DOYLE B,3 - 14,58,NZL,0:58
Turnover foul,5.0,5,14,3,NZL,3.0,GENEE A,3 - 14,44,NED,0:44
20 sec. exclusion in field,10.0,5,14,3,NZL,3.0,KOOLHAAS I,3 - 14,28,NED,0:28
Extra player shot - Saved,6.0,5,14,3,NZL,3.0,DOYLE B,3 - 14,8,NZL,0:08
Starting goalkeeper,13.0,5,14,3,NZL,4.0,YOUNG A,3 - 14,480,NZL,8:00
Starting goalkeeper,13.0,5,14,3,NZL,4.0,WILLEMSZ D,3 - 14,480,NED,8:00
Sprint won possession,3.0,5,14,3,NZL,4.0,GENEE D,3 - 14,480,NED,8:00
5m shot - Goal,12.0,5,14,4,NZL,4.0,PYE B,4 - 14,451,NZL,7:31
Turnover foul,8.0,5,14,4,NZL,4.0,SEVENICH V,4 - 14,437,NED,7:17
Steal,13.0,5,14,4,NZL,4.0,YOUNG A,4 - 14,437,NZL,7:17
20 sec. exclusion in centre,2.0,5,14,4,NZL,4.0,SMIT Y,4 - 14,420,NED,7:00
20 sec. exclusion in centre,7.0,5,14,4,NZL,4.0,HOUGHTON E,4 - 14,369,NZL,6:09
Extra player shot - Goal,11.0,5,15,4,NZL,4.0,KLAASSEN L,4 - 15,365,NED,6:05
Turnover foul,10.0,5,15,4,NZL,4.0,BOWRY C,4 - 15,337,NZL,5:37
20 sec. exclusion in field,6.0,5,15,4,NZL,4.0,DOYLE B,4 - 15,331,NZL,5:31
Action shot - Post,7.0,5,15,4,NZL,4.0,NIJHUIS M,4 - 15,325,NED,5:25
20 sec. exclusion in centre,12.0,5,15,4,NZL,4.0,JOUSTRA K,4 - 15,308,NED,5:08
Exclusion with substitution,12.0,5,15,4,NZL,4.0,JOUSTRA K,4 - 15,308,NED,5:08
Action shot - Missed,11.0,5,15,4,NZL,4.0,HUDSON K,4 - 15,288,NZL,4:48
Turnover foul,7.0,5,15,4,NZL,4.0,NIJHUIS M,4 - 15,272,NED,4:32
Steal,6.0,5,15,4,NZL,4.0,DOYLE B,4 - 15,272,NZL,4:32
Turnover foul,10.0,5,15,4,NZL,4.0,BOWRY C,4 - 15,250,NZL,4:10
Action shot - Goal,5.0,5,16,4,NZL,4.0,GENEE A,4 - 16,240,NED,4:00
Turnover foul,5.0,5,16,4,NZL,4.0,BOYD A,4 - 16,220,NZL,3:40
Steal,3.0,5,16,4,NZL,4.0,GENEE D,4 - 16,220,NED,3:40
20 sec. exclusion in field,7.0,5,16,4,NZL,4.0,HOUGHTON E,4 - 16,217,NZL,3:37
Exclusion with substitution,7.0,5,16,4,NZL,4.0,HOUGHTON E,4 - 16,217,NZL,3:37
Extra player shot - Goal,8.0,5,17,4,NZL,4.0,SEVENICH V,4 - 17,213,NED,3:33
20 sec. exclusion in centre,2.0,5,17,4,NZL,4.0,SMIT Y,4 - 17,198,NED,3:18
Turnover foul,5.0,5,17,4,NZL,4.0,GENEE A,4 - 17,76,NED,1:16
Steal,3.0,5,17,4,NZL,4.0,MASON K,4 - 17,76,NZL,1:16
Turnover foul,3.0,5,17,4,NZL,4.0,GENEE D,4 - 17,23,NED,0:23
Steal,11.0,5,17,4,NZL,4.0,HUDSON K,4 - 17,23,NZL,0:23
Time-Out,,5,17,4,NZL,4.0,,4 - 17,14,NZL,0:14
Starting goalkeeper,1.0,6,0,0,CHN,1.0,AARTS L,0 - 0,480,NED,8:00
Starting goalkeeper,1.0,6,0,0,CHN,1.0,PENG L,0 - 0,480,CHN,8:00
Sprint won possession,5.0,6,0,0,CHN,1.0,NIU G,0 - 0,480,CHN,8:00
20 sec. exclusion in field,5.0,6,0,0,CHN,1.0,GENEE A,0 - 0,468,NED,7:48
Action shot - Missed,8.0,6,0,0,CHN,1.0,ZHANG C,0 - 0,443,CHN,7:23
Action shot - Post,5.0,6,0,0,CHN,1.0,GENEE A,0 - 0,430,NED,7:10
5m shot - Goal,5.0,6,0,1,CHN,1.0,NIU G,0 - 1,407,CHN,6:47
5m shot - Saved,3.0,6,0,1,CHN,1.0,GENEE D,0 - 1,386,NED,6:26
20 sec. exclusion in field,5.0,6,0,1,CHN,1.0,NIU G,0 - 1,361,CHN,6:01
Extra player shot - Saved,5.0,6,0,1,CHN,1.0,GENEE A,0 - 1,350,NED,5:50
Turnover foul,8.0,6,0,1,CHN,1.0,ZHANG C,0 - 1,327,CHN,5:27
Steal,3.0,6,0,1,CHN,1.0,GENEE D,0 - 1,327,NED,5:27
20 sec. exclusion in field,9.0,6,0,1,CHN,1.0,ZHAO Z,0 - 1,324,CHN,5:24
Turnover foul,3.0,6,0,1,CHN,1.0,GENEE D,0 - 1,300,NED,5:00
Action shot - Saved,12.0,6,0,1,CHN,1.0,ZHANG J,0 - 1,288,CHN,4:48
Action shot - Saved,8.0,6,0,1,CHN,1.0,SEVENICH V,0 - 1,270,NED,4:30
20 sec. exclusion in field,2.0,6,0,1,CHN,1.0,SMIT Y,0 - 1,265,NED,4:25
Time-Out,,6,0,1,CHN,1.0,,0 - 1,265,CHN,4:25
Action shot - Blocked,8.0,6,0,1,CHN,1.0,ZHANG C,0 - 1,238,CHN,3:58
Action shot - Missed,8.0,6,0,1,CHN,1.0,SEVENICH V,0 - 1,209,NED,3:29
5m shot - Post,9.0,6,0,1,CHN,1.0,ZHAO Z,0 - 1,187,CHN,3:07
Time-Out,,6,0,1,CHN,1.0,,0 - 1,184,NED,3:04
5m shot - Post,11.0,6,0,1,CHN,1.0,KLAASSEN L,0 - 1,169,NED,2:49
5m shot - Goal,11.0,6,1,1,CHN,1.0,KLAASSEN L,1 - 1,155,NED,2:35
20 sec. exclusion in field,9.0,6,1,1,CHN,1.0,MEGENS M,1 - 1,146,NED,2:26
Extra player shot - Goal,8.0,6,1,2,CHN,1.0,ZHANG C,1 - 2,136,CHN,2:16
5m shot - Post,11.0,6,1,2,CHN,1.0,KLAASSEN L,1 - 2,117,NED,1:57
Action shot - Missed,8.0,6,1,2,CHN,1.0,ZHANG C,1 - 2,87,CHN,1:27
20 sec. exclusion in centre,7.0,6,1,2,CHN,1.0,NONG S,1 - 2,64,CHN,1:04
Extra player shot - Saved,2.0,6,1,2,CHN,1.0,SMIT Y,1 - 2,52,NED,0:52
Turnover foul,2.0,6,1,2,CHN,1.0,BI Y,1 - 2,28,CHN,0:28
Steal,7.0,6,1,2,CHN,1.0,NIJHUIS M,1 - 2,28,NED,0:28
Action shot - Goal,11.0,6,2,2,CHN,1.0,KLAASSEN L,2 - 2,5,NED,0:05
5m shot - Blocked,11.0,6,2,2,CHN,1.0,CHEN X,2 - 2,1,CHN,0:01
Starting goalkeeper,1.0,6,2,2,CHN,2.0,AARTS L,2 - 2,480,NED,8:00
Starting goalkeeper,1.0,6,2,2,CHN,2.0,PENG L,2 - 2,480,CHN,8:00
Sprint won possession,5.0,6,2,2,CHN,2.0,NIU G,2 - 2,480,CHN,8:00
Penalty foul,3.0,6,2,2,CHN,2.0,GENEE D,2 - 2,459,NED,7:39
Penalty shot - Goal,9.0,6,2,3,CHN,2.0,ZHAO Z,2 - 3,459,CHN,7:39
Action shot - Goal,7.0,6,3,3,CHN,2.0,NIJHUIS M,3 - 3,445,NED,7:25
Turnover foul,9.0,6,3,3,CHN,2.0,ZHAO Z,3 - 3,424,CHN,7:04
Steal,9.0,6,3,3,CHN,2.0,MEGENS M,3 - 3,424,NED,7:04
Turnover foul,8.0,6,3,3,CHN,2.0,SEVENICH V,3 - 3,398,NED,6:38
Steal,1.0,6,3,3,CHN,2.0,PENG L,3 - 3,398,CHN,6:38
Turnover foul,5.0,6,3,3,CHN,2.0,NIU G,3 - 3,374,CHN,6:14
Steal,7.0,6,3,3,CHN,2.0,NIJHUIS M,3 - 3,374,NED,6:14
5m shot - Goal,7.0,6,4,3,CHN,2.0,NIJHUIS M,4 - 3,356,NED,5:56
Action shot - Saved,10.0,6,4,3,CHN,2.0,ZHANG D,4 - 3,330,CHN,5:30
Counter attack - Missed,6.0,6,4,3,CHN,2.0,STOMPHORST N,4 - 3,314,NED,5:14
5m shot - Goal,9.0,6,5,3,CHN,2.0,MEGENS M,5 - 3,262,NED,4:22
Action shot - Saved,10.0,6,5,3,CHN,2.0,ZHANG D,5 - 3,244,CHN,4:04
20 sec. exclusion in field,12.0,6,5,3,CHN,2.0,ZHANG J,5 - 3,241,CHN,4:01
Centre shot - Goal,12.0,6,6,3,CHN,2.0,JOUSTRA K,6 - 3,215,NED,3:35
Time-Out,,6,6,3,CHN,2.0,,6 - 3,215,CHN,3:35
5m shot - Missed,9.0,6,6,3,CHN,2.0,MEGENS M,6 - 3,164,NED,2:44
Turnover foul,12.0,6,6,3,CHN,2.0,ZHANG J,6 - 3,151,CHN,2:31
Steal,5.0,6,6,3,CHN,2.0,GENEE A,6 - 3,151,NED,2:31
5m shot - Missed,11.0,6,6,3,CHN,2.0,KLAASSEN L,6 - 3,122,NED,2:02
Action shot - Saved,5.0,6,6,3,CHN,2.0,NIU G,6 - 3,94,CHN,1:34
Time-Out,,6,6,3,CHN,2.0,,6 - 3,90,NED,1:30
Turnover foul,2.0,6,6,3,CHN,2.0,SMIT Y,6 - 3,81,NED,1:21
20 sec. exclusion in field,11.0,6,6,3,CHN,4.0,KLAASSEN L,6 - 3,110,NED,1:50
Extra player shot - Saved,7.0,6,6,3,CHN,4.0,NONG S,6 - 3,91,CHN,1:31
Counter attack - Goal,6.0,6,14,6,CHN,4.0,STOMPHORST N,14 - 6,72,NED,1:12
Centre shot - Goal,9.0,6,14,7,CHN,4.0,ZHAO Z,14 - 7,46,CHN,0:46
Steal,6.0,6,14,7,CHN,2.0,GUO N,14 - 7,81,CHN,1:21
5m shot - Goal,8.0,6,6,4,CHN,2.0,ZHANG C,6 - 4,54,CHN,0:54
Action shot - Saved,8.0,6,6,4,CHN,2.0,SEVENICH V,6 - 4,27,NED,0:27
Counter attack - Saved,9.0,6,6,4,CHN,2.0,ZHAO Z,6 - 4,14,CHN,0:14
Penalty foul,5.0,6,6,4,CHN,2.0,NIU G,6 - 4,1,CHN,0:01
Penalty shot - Goal,9.0,6,7,4,CHN,2.0,MEGENS M,7 - 4,1,NED,0:01
Starting goalkeeper,1.0,6,7,4,CHN,3.0,AARTS L,7 - 4,480,NED,8:00
Starting goalkeeper,13.0,6,7,4,CHN,3.0,SHEN Y,7 - 4,480,CHN,8:00
Sprint won possession,5.0,6,7,4,CHN,3.0,NIU G,7 - 4,480,CHN,8:00
Turnover foul,4.0,6,7,4,CHN,3.0,XIONG D,7 - 4,452,CHN,7:32
20 sec. exclusion in field,9.0,6,7,4,CHN,3.0,MEGENS M,7 - 4,410,NED,6:50
Action shot - Saved,6.0,6,7,4,CHN,3.0,GUO N,7 - 4,383,CHN,6:23
Action shot - Saved,5.0,6,7,4,CHN,3.0,GENEE A,7 - 4,362,NED,6:02
20 sec. exclusion in centre,3.0,6,7,4,CHN,3.0,GENEE D,7 - 4,340,NED,5:40
Action shot - Goal,5.0,6,7,5,CHN,3.0,NIU G,7 - 5,318,CHN,5:18
20 sec. exclusion in centre,11.0,6,7,5,CHN,3.0,CHEN X,7 - 5,302,CHN,5:02
Extra player shot - Goal,6.0,6,8,5,CHN,3.0,STOMPHORST N,8 - 5,288,NED,4:48
Turnover foul,11.0,6,8,5,CHN,3.0,CHEN X,8 - 5,277,CHN,4:37
Steal,11.0,6,8,5,CHN,3.0,KLAASSEN L,8 - 5,277,NED,4:37
Action shot - Missed,7.0,6,8,5,CHN,3.0,NIJHUIS M,8 - 5,256,NED,4:16
Turnover foul,9.0,6,8,5,CHN,3.0,ZHAO Z,8 - 5,239,CHN,3:59
Steal,6.0,6,8,5,CHN,3.0,STOMPHORST N,8 - 5,239,NED,3:59
Counter attack - Goal,6.0,6,9,5,CHN,3.0,STOMPHORST N,9 - 5,231,NED,3:51
Action shot - Blocked,5.0,6,9,5,CHN,3.0,NIU G,9 - 5,204,CHN,3:24
Turnover foul,11.0,6,9,5,CHN,3.0,KLAASSEN L,9 - 5,187,NED,3:07
Steal,12.0,6,9,5,CHN,3.0,ZHANG J,9 - 5,187,CHN,3:07
Turnover foul,4.0,6,9,5,CHN,3.0,XIONG D,9 - 5,165,CHN,2:45
Steal,1.0,6,9,5,CHN,3.0,AARTS L,9 - 5,165,NED,2:45
5m shot - Saved,5.0,6,9,5,CHN,3.0,NIU G,9 - 5,112,CHN,1:52
Time-Out,,6,9,5,CHN,3.0,,9 - 5,110,NED,1:50
20 sec. exclusion in field,9.0,6,9,5,CHN,3.0,ZHAO Z,9 - 5,95,CHN,1:35
Extra player shot - Saved,9.0,6,9,5,CHN,3.0,MEGENS M,9 - 5,77,NED,1:17
Action shot - Saved,3.0,6,9,5,CHN,3.0,GENEE D,9 - 5,31,NED,0:31
Counter attack - Saved,9.0,6,9,5,CHN,3.0,ZHAO Z,9 - 5,14,CHN,0:14
Starting goalkeeper,1.0,6,9,5,CHN,4.0,AARTS L,9 - 5,480,NED,8:00
Starting goalkeeper,13.0,6,9,5,CHN,4.0,SHEN Y,9 - 5,480,CHN,8:00
Sprint won possession,3.0,6,9,5,CHN,4.0,GENEE D,9 - 5,480,NED,8:00
5m shot - Missed,9.0,6,9,5,CHN,4.0,MEGENS M,9 - 5,458,NED,7:38
Turnover foul,4.0,6,9,5,CHN,4.0,XIONG D,9 - 5,438,CHN,7:18
Double exclusion,4.0,6,9,5,CHN,4.0,XIONG D,9 - 5,435,CHN,7:15
Double exclusion,6.0,6,9,5,CHN,4.0,STOMPHORST N,9 - 5,435,NED,7:15
5m shot - Goal,7.0,6,10,5,CHN,4.0,NIJHUIS M,10 - 5,418,NED,6:58
Turnover foul,12.0,6,10,5,CHN,4.0,ZHANG J,10 - 5,395,CHN,6:35
Steal,8.0,6,10,5,CHN,4.0,SEVENICH V,10 - 5,395,NED,6:35
Action shot - Goal,7.0,6,11,5,CHN,4.0,NIJHUIS M,11 - 5,382,NED,6:22
Action shot - Post,9.0,6,11,5,CHN,4.0,MEGENS M,11 - 5,342,NED,5:42
Time-Out,,6,11,5,CHN,4.0,,11 - 5,332,CHN,5:32
Turnover foul,5.0,6,11,5,CHN,4.0,NIU G,11 - 5,318,CHN,5:18
Steal,3.0,6,11,5,CHN,4.0,GENEE D,11 - 5,318,NED,5:18
Centre shot - Goal,8.0,6,12,5,CHN,4.0,SEVENICH V,12 - 5,296,NED,4:56
Turnover foul,4.0,6,12,5,CHN,4.0,XIONG D,12 - 5,282,CHN,4:42
Action shot - Saved,3.0,6,12,5,CHN,4.0,GENEE D,12 - 5,270,NED,4:30
Turnover foul,13.0,6,12,5,CHN,4.0,SHEN Y,12 - 5,259,CHN,4:19
Steal,10.0,6,12,5,CHN,4.0,KOOLHAAS I,12 - 5,259,NED,4:19
Action shot - Saved,12.0,6,12,5,CHN,4.0,JOUSTRA K,12 - 5,248,NED,4:08
5m shot - Goal,2.0,6,12,6,CHN,4.0,BI Y,12 - 6,227,CHN,3:47
5m shot - Goal,9.0,6,13,6,CHN,4.0,MEGENS M,13 - 6,205,NED,3:25
Centre shot - Saved,4.0,6,13,6,CHN,4.0,XIONG D,13 - 6,182,CHN,3:02
5m shot - Post,9.0,6,13,6,CHN,4.0,MEGENS M,13 - 6,164,NED,2:44
Turnover foul,4.0,6,13,6,CHN,4.0,XIONG D,13 - 6,140,CHN,2:20
5m shot - Post,11.0,6,13,6,CHN,4.0,KLAASSEN L,13 - 6,128,NED,2:08
Action shot - Missed,2.0,6,13,6,CHN,4.0,SMIT Y,13 - 6,21,NED,0:21
20 sec. exclusion in field,2.0,6,13,6,CHN,4.0,SMIT Y,13 - 6,12,NED,0:12
Extra player shot - Post,11.0,6,13,6,CHN,4.0,CHEN X,13 - 6,1,CHN,0:01
