Action,Cap,Game,HUN,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Exclusion with substitution,4.0,4,7,8,ITA,4.0,FIGLIOLI P,7 - 8,63,ITA,1:03
Action shot - Saved,8.0,4,7,8,ITA,4.0,SZIVOS M,7 - 8,36,HUN,0:36
Turnover foul,12.0,4,7,8,ITA,4.0,HARAI B,7 - 8,14,HUN,0:14
Time-Out,,4,7,8,ITA,4.0,,7 - 8,14,ITA,0:14
20 sec. exclusion in field,8.0,4,7,8,ITA,4.0,SZIVOS M,7 - 8,6,HUN,0:06
Starting goalkeeper,13.0,5,0,0,USA,1.0,DECKER A,0 - 0,480,HUN,8:00
Starting goalkeeper,13.0,5,0,0,USA,1.0,BARON M,0 - 0,480,USA,8:00
Sprint won possession,10.0,5,0,0,USA,1.0,VARGA D,0 - 0,480,HUN,8:00
20 sec. exclusion in centre,11.0,5,0,0,USA,1.0,SMITH J,0 - 0,463,USA,7:43
Extra player shot - Post,2.0,5,0,0,USA,1.0,GOR-NAGY M,0 - 0,451,HUN,7:31
Extra player shot - Goal,12.0,5,1,0,USA,1.0,HARAI B,1 - 0,450,HUN,7:30
20 sec. exclusion in centre,2.0,5,1,0,USA,1.0,GOR-NAGY M,1 - 0,428,HUN,7:08
Turnover foul,2.0,5,1,0,USA,1.0,VAVIC N,1 - 0,416,USA,6:56
Steal,10.0,5,1,0,USA,1.0,VARGA D,1 - 0,416,HUN,6:56
Turnover foul,12.0,5,1,0,USA,1.0,HARAI B,1 - 0,393,HUN,6:33
5m shot - Post,8.0,5,1,0,USA,1.0,AZEVEDO T,1 - 0,366,USA,6:06
5m shot - Saved,3.0,5,1,0,USA,1.0,MADARAS N,1 - 0,340,HUN,5:40
5m shot - Goal,8.0,5,1,1,USA,1.0,AZEVEDO T,1 - 1,315,USA,5:15
Turnover foul,9.0,5,1,1,USA,1.0,VARGA D,1 - 1,283,HUN,4:43
Steal,6.0,5,1,1,USA,1.0,CUPIDO L,1 - 1,283,USA,4:43
Turnover foul,8.0,5,1,1,USA,1.0,AZEVEDO T,1 - 1,256,USA,4:16
Steal,4.0,5,1,1,USA,1.0,ERDELYI B,1 - 1,252,HUN,4:12
Counter attack - Goal,9.0,5,2,1,USA,1.0,VARGA D,2 - 1,237,HUN,3:57
Turnover foul,5.0,5,2,1,USA,1.0,ROELSE A,2 - 1,214,USA,3:34
5m shot - Saved,6.0,5,2,1,USA,1.0,HOSNYANSZKY N,2 - 1,186,HUN,3:06
20 sec. exclusion in centre,5.0,5,2,1,USA,1.0,ROELSE A,2 - 1,170,USA,2:50
Action shot - Saved,4.0,5,2,1,USA,1.0,ERDELYI B,2 - 1,143,HUN,2:23
5m shot - Blocked,6.0,5,2,1,USA,1.0,CUPIDO L,2 - 1,129,USA,2:09
Action shot - Goal,4.0,5,3,1,USA,1.0,ERDELYI B,3 - 1,103,HUN,1:43
Time-Out,,5,3,1,USA,1.0,,3 - 1,102,USA,1:42
20 sec. exclusion in centre,3.0,5,3,1,USA,1.0,MADARAS N,3 - 1,87,HUN,1:27
Extra player shot - Goal,10.0,5,3,2,USA,1.0,BONANNI B,3 - 2,75,USA,1:15
Centre shot - Goal,12.0,5,4,2,USA,1.0,HARAI B,4 - 2,50,HUN,0:50
Turnover foul,10.0,5,4,2,USA,1.0,BONANNI B,4 - 2,25,USA,0:25
Steal,6.0,5,4,2,USA,1.0,HOSNYANSZKY N,4 - 2,25,HUN,0:25
Time-Out,,5,4,2,USA,1.0,,4 - 2,25,HUN,0:25
5m shot - Saved,5.0,5,4,2,USA,1.0,VAMOS M,4 - 2,9,HUN,0:09
Starting goalkeeper,13.0,5,4,2,USA,2.0,DECKER A,4 - 2,480,HUN,8:00
Starting goalkeeper,13.0,5,4,2,USA,2.0,BARON M,4 - 2,480,USA,8:00
Sprint won possession,7.0,5,4,2,USA,2.0,SAMUELS J,4 - 2,480,USA,8:00
Turnover foul,12.0,5,4,2,USA,2.0,MANN J,4 - 2,450,USA,7:30
5m shot - Missed,8.0,5,4,2,USA,2.0,SZIVOS M,4 - 2,422,HUN,7:02
20 sec. exclusion in centre,7.0,5,4,2,USA,2.0,ANGYAL D,4 - 2,406,HUN,6:46
Turnover foul,12.0,5,4,2,USA,2.0,MANN J,4 - 2,386,USA,6:26
Action shot - Goal,12.0,5,5,2,USA,2.0,HARAI B,5 - 2,363,HUN,6:03
Time-Out,,5,5,2,USA,2.0,,5 - 2,362,USA,6:02
5m shot - Post,6.0,5,5,2,USA,2.0,CUPIDO L,5 - 2,341,USA,5:41
20 sec. exclusion in centre,3.0,5,5,2,USA,2.0,MADARAS N,5 - 2,341,HUN,5:41
Action shot - Goal,7.0,5,5,3,USA,2.0,SAMUELS J,5 - 3,319,USA,5:19
5m shot - Saved,9.0,5,5,3,USA,2.0,VARGA D,5 - 3,294,HUN,4:54
Turnover foul,6.0,5,5,3,USA,2.0,CUPIDO L,5 - 3,281,USA,4:41
Steal,9.0,5,5,3,USA,2.0,VARGA D,5 - 3,281,HUN,4:41
5m shot - Goal,10.0,5,6,3,USA,2.0,VARGA D,6 - 3,255,HUN,4:15
Turnover foul,3.0,5,6,3,USA,2.0,OBERT A,6 - 3,232,USA,3:52
5m shot - Missed,10.0,5,6,3,USA,2.0,VARGA D,6 - 3,209,HUN,3:29
Action shot - Saved,8.0,5,6,3,USA,2.0,AZEVEDO T,6 - 3,184,USA,3:04
5m shot - Blocked,9.0,5,6,3,USA,2.0,VARGA D,6 - 3,155,HUN,2:35
Turnover foul,11.0,5,6,3,USA,2.0,BEDO K,6 - 3,135,HUN,2:15
Action shot - Goal,10.0,5,6,4,USA,2.0,BONANNI B,6 - 4,113,USA,1:53
5m shot - Blocked,10.0,5,6,4,USA,2.0,VARGA D,6 - 4,84,HUN,1:24
5m shot - Goal,9.0,5,7,4,USA,2.0,VARGA D,7 - 4,59,HUN,0:59
5m shot - Blocked,6.0,5,7,4,USA,2.0,CUPIDO L,7 - 4,29,USA,0:29
Time-Out,,5,7,4,USA,2.0,,7 - 4,25,HUN,0:25
20 sec. exclusion in centre,4.0,5,7,4,USA,2.0,KIMBELL J,7 - 4,6,USA,0:06
Starting goalkeeper,13.0,5,7,4,USA,3.0,DECKER A,7 - 4,480,HUN,8:00
Starting goalkeeper,13.0,5,7,4,USA,3.0,BARON M,7 - 4,480,USA,8:00
Sprint won possession,7.0,5,7,4,USA,3.0,SAMUELS J,7 - 4,480,USA,8:00
5m shot - Saved,7.0,5,7,4,USA,3.0,SAMUELS J,7 - 4,453,USA,7:33
Turnover foul,11.0,5,7,4,USA,3.0,SMITH J,7 - 4,450,USA,7:30
Action shot - Blocked,12.0,5,7,4,USA,3.0,HARAI B,7 - 4,438,HUN,7:18
5m shot - Goal,6.0,5,7,5,USA,3.0,CUPIDO L,7 - 5,417,USA,6:57
5m shot - Saved,5.0,5,7,5,USA,3.0,VAMOS M,7 - 5,389,HUN,6:29
20 sec. exclusion in centre,5.0,5,7,5,USA,3.0,VAMOS M,7 - 5,374,HUN,6:14
Extra player shot - Goal,10.0,5,7,6,USA,3.0,BONANNI B,7 - 6,354,USA,5:54
5m shot - Saved,6.0,5,7,6,USA,3.0,HOSNYANSZKY N,7 - 6,332,HUN,5:32
Turnover foul,10.0,5,7,6,USA,3.0,VARGA D,7 - 6,311,HUN,5:11
Yellow card,,5,7,6,USA,3.0,Team Official,7 - 6,299,USA,4:59
Turnover foul,6.0,5,7,6,USA,3.0,CUPIDO L,7 - 6,290,USA,4:50
Turnover foul,12.0,5,7,6,USA,3.0,HARAI B,7 - 6,269,HUN,4:29
20 sec. exclusion in field,6.0,5,7,6,USA,3.0,HOSNYANSZKY N,7 - 6,252,HUN,4:12
Time-Out,,5,7,6,USA,3.0,,7 - 6,252,USA,4:12
Extra player shot - Blocked,10.0,5,7,6,USA,3.0,BONANNI B,7 - 6,234,USA,3:54
5m shot - Saved,8.0,5,7,6,USA,3.0,AZEVEDO T,7 - 6,205,USA,3:25
20 sec. exclusion in centre,2.0,5,7,6,USA,3.0,GOR-NAGY M,7 - 6,201,HUN,3:21
Extra player shot - Post,10.0,5,7,6,USA,3.0,BONANNI B,7 - 6,188,USA,3:08
5m shot - Goal,10.0,5,8,6,USA,3.0,VARGA D,8 - 6,160,HUN,2:40
20 sec. exclusion in centre,11.0,5,8,6,USA,3.0,BEDO K,8 - 6,141,HUN,2:21
Action shot - Post,12.0,5,8,6,USA,3.0,MANN J,8 - 6,119,USA,1:59
Turnover foul,12.0,5,8,6,USA,3.0,HARAI B,8 - 6,103,HUN,1:43
20 sec. exclusion in field,12.0,5,8,6,USA,3.0,HARAI B,8 - 6,101,HUN,1:41
Turnover foul,4.0,5,8,6,USA,3.0,KIMBELL J,8 - 6,77,USA,1:17
Steal,6.0,5,8,6,USA,3.0,HOSNYANSZKY N,8 - 6,77,HUN,1:17
Time-Out,,5,8,6,USA,3.0,,8 - 6,76,HUN,1:16
Action shot - Goal,12.0,5,9,6,USA,3.0,HARAI B,9 - 6,57,HUN,0:57
Turnover foul,12.0,5,9,6,USA,3.0,MANN J,9 - 6,29,USA,0:29
Steal,9.0,5,9,6,USA,3.0,VARGA D,9 - 6,29,HUN,0:29
5m shot - Saved,10.0,5,9,6,USA,3.0,VARGA D,9 - 6,1,HUN,0:01
Starting goalkeeper,13.0,5,9,6,USA,4.0,DECKER A,9 - 6,480,HUN,8:00
Starting goalkeeper,13.0,5,9,6,USA,4.0,BARON M,9 - 6,480,USA,8:00
Sprint won possession,4.0,5,9,6,USA,4.0,ERDELYI B,9 - 6,480,HUN,8:00
Action shot - Goal,6.0,5,10,6,USA,4.0,HOSNYANSZKY N,10 - 6,451,HUN,7:31
Action shot - Missed,2.0,5,10,6,USA,4.0,VAVIC N,10 - 6,422,USA,7:02
Turnover foul,12.0,5,10,6,USA,4.0,HARAI B,10 - 6,401,HUN,6:41
5m shot - Goal,8.0,5,10,7,USA,4.0,AZEVEDO T,10 - 7,382,USA,6:22
Centre shot - Missed,12.0,5,10,7,USA,4.0,HARAI B,10 - 7,360,HUN,6:00
5m shot - Saved,5.0,5,10,7,USA,4.0,ROELSE A,10 - 7,333,USA,5:33
20 sec. exclusion in centre,7.0,5,10,7,USA,4.0,SAMUELS J,10 - 7,306,USA,5:06
Extra player shot - Goal,10.0,5,11,7,USA,4.0,VARGA D,11 - 7,292,HUN,4:52
Turnover foul,12.0,5,11,7,USA,4.0,MANN J,11 - 7,264,USA,4:24
5m shot - Post,6.0,5,11,7,USA,4.0,HOSNYANSZKY N,11 - 7,245,HUN,4:05
5m shot - Saved,10.0,5,11,7,USA,4.0,VARGA D,11 - 7,221,HUN,3:41
5m shot - Goal,6.0,5,12,7,USA,4.0,HOSNYANSZKY N,12 - 7,191,HUN,3:11
20 sec. exclusion in field,11.0,5,12,7,USA,4.0,BEDO K,12 - 7,175,HUN,2:55
Time-Out,,5,12,7,USA,4.0,,12 - 7,169,USA,2:49
Action shot - Goal,8.0,5,12,8,USA,4.0,AZEVEDO T,12 - 8,150,USA,2:30
5m shot - Goal,3.0,5,13,8,USA,4.0,MADARAS N,13 - 8,122,HUN,2:02
Centre shot - Goal,12.0,5,13,9,USA,4.0,MANN J,13 - 9,100,USA,1:40
20 sec. exclusion in centre,4.0,5,13,9,USA,4.0,KIMBELL J,13 - 9,78,USA,1:18
Time-Out,,5,13,9,USA,4.0,,13 - 9,78,HUN,1:18
Action shot - Saved,3.0,5,13,9,USA,4.0,MADARAS N,13 - 9,56,HUN,0:56
Turnover foul,10.0,5,13,9,USA,4.0,VARGA D,13 - 9,15,HUN,0:15
Centre shot - Post,7.0,5,13,9,USA,4.0,SAMUELS J,13 - 9,1,USA,0:01
Starting goalkeeper,1.0,6,0,0,MNE,1.0,LAZOVIC D,0 - 0,480,MNE,8:00
Starting goalkeeper,1.0,6,0,0,MNE,1.0,NAGY V,0 - 0,480,HUN,8:00
Sprint won possession,10.0,6,0,0,MNE,1.0,VARGA D,0 - 0,480,HUN,8:00
5m shot - Blocked,3.0,6,0,0,MNE,1.0,MADARAS N,0 - 0,452,HUN,7:32
5m shot - Saved,3.0,6,0,0,MNE,1.0,MADARAS N,0 - 0,388,HUN,6:28
Action shot - Goal,8.0,6,1,0,MNE,1.0,SZIVOS M,0 - 1,373,HUN,6:13
Centre shot - Goal,9.0,6,1,1,MNE,1.0,IVOVIC A,1 - 1,353,MNE,5:53
5m shot - Saved,9.0,6,1,1,MNE,1.0,VARGA D,1 - 1,327,HUN,5:27
5m shot - Blocked,3.0,6,1,1,MNE,1.0,PASKOVIC V,1 - 1,297,MNE,4:57
20 sec. exclusion in centre,5.0,6,1,1,MNE,1.0,VAMOS M,1 - 1,282,HUN,4:42
Extra player shot - Goal,5.0,6,1,2,MNE,1.0,BRGULJAN D,2 - 1,263,MNE,4:23
Turnover foul,6.0,6,1,2,MNE,1.0,HOSNYANSZKY N,2 - 1,241,HUN,4:01
Steal,5.0,6,1,2,MNE,1.0,BRGULJAN D,2 - 1,241,MNE,4:01
20 sec. exclusion in field,11.0,6,1,2,MNE,1.0,BEDO K,2 - 1,219,HUN,3:39
Time-Out,,6,1,2,MNE,1.0,,2 - 1,219,MNE,3:39
Extra player shot - Post,7.0,6,1,2,MNE,1.0,JANOVIC M,2 - 1,200,MNE,3:20
20 sec. exclusion in centre,4.0,6,1,2,MNE,1.0,CUCKOVIC U,2 - 1,171,MNE,2:51
Extra player shot - Goal,6.0,6,2,2,MNE,1.0,HOSNYANSZKY N,2 - 2,152,HUN,2:32
Turnover foul,12.0,6,2,2,MNE,1.0,JOKIC P,2 - 2,125,MNE,2:05
Steal,4.0,6,2,2,MNE,1.0,ERDELYI B,2 - 2,125,HUN,2:05
Turnover foul,4.0,6,2,2,MNE,1.0,ERDELYI B,2 - 2,97,HUN,1:37
Steal,5.0,6,2,2,MNE,1.0,BRGULJAN D,2 - 2,97,MNE,1:37
20 sec. exclusion in centre,6.0,6,2,2,MNE,1.0,HOSNYANSZKY N,2 - 2,79,HUN,1:19
Extra player shot - Post,12.0,6,2,2,MNE,1.0,JOKIC P,2 - 2,59,MNE,0:59
Time-Out,,6,2,2,MNE,1.0,,2 - 2,59,HUN,0:59
20 sec. exclusion in centre,9.0,6,2,2,MNE,1.0,IVOVIC A,2 - 2,36,MNE,0:36
Extra player shot - Saved,9.0,6,2,2,MNE,1.0,VARGA D,2 - 2,18,HUN,0:18
5m shot - Saved,5.0,6,2,2,MNE,1.0,VAMOS M,2 - 2,12,HUN,0:12
Turnover foul,3.0,6,2,2,MNE,1.0,MADARAS N,2 - 2,5,HUN,0:05
Starting goalkeeper,1.0,6,2,2,MNE,2.0,LAZOVIC D,2 - 2,480,MNE,8:00
Starting goalkeeper,1.0,6,2,2,MNE,2.0,NAGY V,2 - 2,480,HUN,8:00
Sprint won possession,4.0,6,2,2,MNE,2.0,ERDELYI B,2 - 2,480,HUN,8:00
Turnover foul,9.0,6,2,2,MNE,2.0,VARGA D,2 - 2,458,HUN,7:38
Steal,3.0,6,2,2,MNE,2.0,PASKOVIC V,2 - 2,458,MNE,7:38
5m shot - Goal,3.0,6,2,3,MNE,2.0,PASKOVIC V,3 - 2,440,MNE,7:20
5m shot - Missed,3.0,6,2,3,MNE,2.0,MADARAS N,3 - 2,410,HUN,6:50
Turnover foul,4.0,6,2,3,MNE,2.0,CUCKOVIC U,3 - 2,382,MNE,6:22
5m shot - Saved,5.0,6,2,3,MNE,2.0,VAMOS M,3 - 2,360,HUN,6:00
Centre shot - Goal,9.0,6,2,4,MNE,2.0,IVOVIC A,4 - 2,336,MNE,5:36
20 sec. exclusion in centre,12.0,6,2,4,MNE,2.0,JOKIC P,4 - 2,313,MNE,5:13
Extra player shot - Goal,6.0,6,3,4,MNE,2.0,HOSNYANSZKY N,4 - 3,303,HUN,5:03
Turnover foul,12.0,6,3,4,MNE,2.0,JOKIC P,4 - 3,284,MNE,4:44
Steal,2.0,6,3,4,MNE,2.0,GOR-NAGY M,4 - 3,284,HUN,4:44
Turnover foul,6.0,6,3,4,MNE,2.0,HOSNYANSZKY N,4 - 3,268,HUN,4:28
20 sec. exclusion in centre,6.0,6,3,4,MNE,2.0,HOSNYANSZKY N,4 - 3,245,HUN,4:05
Exclusion with substitution,6.0,6,3,4,MNE,2.0,HOSNYANSZKY N,4 - 3,245,HUN,4:05
Time-Out,,6,3,4,MNE,2.0,,4 - 3,245,MNE,4:05
Turnover foul,6.0,6,3,4,MNE,2.0,RADOVIC A,4 - 3,215,MNE,3:35
20 sec. exclusion in centre,9.0,6,3,4,MNE,2.0,IVOVIC A,4 - 3,187,MNE,3:07
Extra player shot - Post,10.0,6,3,4,MNE,2.0,VARGA D,4 - 3,165,HUN,2:45
Turnover foul,6.0,6,3,4,MNE,2.0,RADOVIC A,4 - 3,143,MNE,2:23
20 sec. exclusion in centre,7.0,6,3,4,MNE,2.0,JANOVIC M,4 - 3,132,MNE,2:12
Extra player shot - Saved,11.0,6,3,4,MNE,2.0,BEDO K,4 - 3,120,HUN,2:00
Turnover foul,6.0,6,3,4,MNE,2.0,RADOVIC A,4 - 3,91,MNE,1:31
Steal,9.0,6,3,4,MNE,2.0,VARGA D,4 - 3,91,HUN,1:31
Counter attack - Saved,10.0,6,3,4,MNE,2.0,VARGA D,4 - 3,81,HUN,1:21
20 sec. exclusion in centre,11.0,6,3,4,MNE,2.0,KLIKOVAC F,4 - 3,67,MNE,1:07
Time-Out,,6,3,4,MNE,2.0,,4 - 3,67,HUN,1:07
Action shot - Missed,10.0,6,3,4,MNE,2.0,VARGA D,4 - 3,42,HUN,0:42
Turnover foul,5.0,6,3,4,MNE,2.0,BRGULJAN D,4 - 3,11,MNE,0:11
Steal,12.0,6,3,4,MNE,2.0,HARAI B,4 - 3,11,HUN,0:11
Starting goalkeeper,1.0,6,3,4,MNE,3.0,LAZOVIC D,4 - 3,480,MNE,8:00
Starting goalkeeper,1.0,6,3,4,MNE,3.0,NAGY V,4 - 3,480,HUN,8:00
Sprint won possession,2.0,6,3,4,MNE,3.0,BRGULJAN D,4 - 3,480,MNE,8:00
Action shot - Saved,6.0,6,3,4,MNE,4.0,RADOVIC A,4 - 3,31,MNE,0:31
5m shot - Goal,9.0,6,9,10,MNE,4.0,VARGA D,10 - 9,15,HUN,0:15
Turnover foul,12.0,6,9,10,MNE,3.0,JOKIC P,10 - 9,448,MNE,7:28
Steal,12.0,6,9,10,MNE,3.0,HARAI B,10 - 9,448,HUN,7:28
5m shot - Goal,9.0,6,4,4,MNE,3.0,VARGA D,4 - 4,433,HUN,7:13
20 sec. exclusion in centre,2.0,6,4,4,MNE,3.0,GOR-NAGY M,4 - 4,414,HUN,6:54
Extra player shot - Saved,6.0,6,4,4,MNE,3.0,RADOVIC A,4 - 4,399,MNE,6:39
Extra player shot - Goal,7.0,6,4,5,MNE,3.0,JANOVIC M,5 - 4,394,MNE,6:34
Turnover foul,8.0,6,4,5,MNE,3.0,SZIVOS M,5 - 4,372,HUN,6:12
Steal,3.0,6,4,5,MNE,3.0,PASKOVIC V,5 - 4,372,MNE,6:12
Turnover foul,3.0,6,4,5,MNE,3.0,PASKOVIC V,5 - 4,355,MNE,5:55
Steal,4.0,6,4,5,MNE,3.0,ERDELYI B,5 - 4,355,HUN,5:55
Turnover foul,4.0,6,4,5,MNE,3.0,ERDELYI B,5 - 4,331,HUN,5:31
Steal,12.0,6,4,5,MNE,3.0,JOKIC P,5 - 4,331,MNE,5:31
20 sec. exclusion in centre,7.0,6,4,5,MNE,3.0,ANGYAL D,5 - 4,311,HUN,5:11
Extra player shot - Goal,9.0,6,4,6,MNE,3.0,IVOVIC A,6 - 4,297,MNE,4:57
Turnover foul,11.0,6,4,6,MNE,3.0,BEDO K,6 - 4,275,HUN,4:35
Steal,2.0,6,4,6,MNE,3.0,BRGULJAN D,6 - 4,275,MNE,4:35
5m shot - Saved,7.0,6,4,6,MNE,3.0,JANOVIC M,6 - 4,250,MNE,4:10
Turnover foul,1.0,6,4,6,MNE,3.0,NAGY V,6 - 4,230,HUN,3:50
Steal,3.0,6,4,6,MNE,3.0,PASKOVIC V,6 - 4,230,MNE,3:50
20 sec. exclusion in field,3.0,6,4,6,MNE,3.0,PASKOVIC V,6 - 4,229,MNE,3:49
Extra player shot - Blocked,3.0,6,4,6,MNE,3.0,MADARAS N,6 - 4,209,HUN,3:29
20 sec. exclusion in centre,4.0,6,4,6,MNE,3.0,CUCKOVIC U,6 - 4,183,MNE,3:03
Extra player shot - Goal,11.0,6,5,6,MNE,3.0,BEDO K,6 - 5,167,HUN,2:47
20 sec. exclusion in centre,9.0,6,5,6,MNE,3.0,VARGA D,6 - 5,149,HUN,2:29
Centre shot - Saved,11.0,6,5,6,MNE,3.0,KLIKOVAC F,6 - 5,128,MNE,2:08
20 sec. exclusion in centre,9.0,6,5,6,MNE,3.0,IVOVIC A,6 - 5,120,MNE,2:00
Exclusion with substitution,9.0,6,5,6,MNE,3.0,IVOVIC A,6 - 5,120,MNE,2:00
Action shot - Blocked,8.0,6,5,6,MNE,3.0,SZIVOS M,6 - 5,93,HUN,1:33
Time-Out,,6,5,6,MNE,3.0,,6 - 5,90,MNE,1:30
Turnover foul,5.0,6,5,6,MNE,3.0,BRGULJAN D,6 - 5,73,MNE,1:13
5m shot - Post,9.0,6,5,6,MNE,3.0,VARGA D,6 - 5,43,HUN,0:43
20 sec. exclusion in field,8.0,6,5,6,MNE,3.0,SZIVOS M,6 - 5,19,HUN,0:19
Extra player shot - Missed,7.0,6,5,6,MNE,3.0,JANOVIC M,6 - 5,2,MNE,0:02
Time-Out,,6,5,6,MNE,3.0,,6 - 5,2,HUN,0:02
Starting goalkeeper,1.0,6,5,6,MNE,4.0,LAZOVIC D,6 - 5,480,MNE,8:00
Starting goalkeeper,1.0,6,5,6,MNE,4.0,NAGY V,6 - 5,480,HUN,8:00
Sprint won possession,2.0,6,5,6,MNE,4.0,BRGULJAN D,6 - 5,480,MNE,8:00
5m shot - Saved,2.0,6,5,6,MNE,4.0,BRGULJAN D,6 - 5,450,MNE,7:30
Action shot - Saved,11.0,6,5,6,MNE,4.0,BEDO K,6 - 5,430,HUN,7:10
5m shot - Missed,10.0,6,5,6,MNE,4.0,VARGA D,6 - 5,407,HUN,6:47
20 sec. exclusion in field,11.0,6,5,6,MNE,4.0,BEDO K,6 - 5,394,HUN,6:34
Time-Out,,6,5,6,MNE,4.0,,6 - 5,394,MNE,6:34
Centre shot - Saved,5.0,6,5,6,MNE,4.0,BRGULJAN D,6 - 5,368,MNE,6:08
Turnover foul,9.0,6,5,6,MNE,4.0,VARGA D,6 - 5,351,HUN,5:51
Steal,2.0,6,5,6,MNE,4.0,BRGULJAN D,6 - 5,351,MNE,5:51
Counter attack - Goal,7.0,6,5,7,MNE,4.0,JANOVIC M,7 - 5,339,MNE,5:39
Action shot - Goal,10.0,6,6,7,MNE,4.0,VARGA D,7 - 6,319,HUN,5:19
20 sec. exclusion in centre,10.0,6,6,7,MNE,4.0,VARGA D,7 - 6,295,HUN,4:55
Extra player shot - Goal,6.0,6,6,8,MNE,4.0,RADOVIC A,8 - 6,284,MNE,4:44
20 sec. exclusion in centre,3.0,6,6,8,MNE,4.0,PASKOVIC V,8 - 6,261,MNE,4:21
Extra player shot - Saved,9.0,6,6,8,MNE,4.0,VARGA D,8 - 6,251,HUN,4:11
Action shot - Post,5.0,6,6,8,MNE,4.0,VAMOS M,8 - 6,239,HUN,3:59
5m shot - Saved,9.0,6,6,8,MNE,4.0,VARGA D,8 - 6,233,HUN,3:53
Counter attack - Goal,3.0,6,6,9,MNE,4.0,PASKOVIC V,9 - 6,219,MNE,3:39
Time-Out,,6,6,9,MNE,4.0,,9 - 6,219,HUN,3:39
Exclusion with substitution,4.0,6,6,9,MNE,4.0,CUCKOVIC U,9 - 6,195,MNE,3:15
20 sec. exclusion in centre,4.0,6,6,9,MNE,4.0,CUCKOVIC U,9 - 6,195,MNE,3:15
Extra player shot - Goal,4.0,6,7,9,MNE,4.0,ERDELYI B,9 - 7,179,HUN,2:59
20 sec. exclusion in centre,9.0,6,7,9,MNE,4.0,VARGA D,9 - 7,156,HUN,2:36
Extra player shot - Goal,5.0,6,7,10,MNE,4.0,BRGULJAN D,10 - 7,139,MNE,2:19
Action shot - Post,10.0,6,7,10,MNE,4.0,VARGA D,10 - 7,108,HUN,1:48
5m shot - Post,5.0,6,7,10,MNE,4.0,VAMOS M,10 - 7,82,HUN,1:22
20 sec. exclusion in centre,12.0,6,7,10,MNE,4.0,JOKIC P,10 - 7,71,MNE,1:11
Extra player shot - Goal,4.0,6,8,10,MNE,4.0,ERDELYI B,10 - 8,61,HUN,1:01
20 sec. exclusion in field,9.0,6,8,10,MNE,4.0,VARGA D,10 - 8,5,HUN,0:05
Exclusion with substitution,9.0,6,8,10,MNE,4.0,VARGA D,10 - 8,5,HUN,0:05
