AUS,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
0,Action shot,7.0,1,0,HUN,1.0,GILCHRIST J,0 - 0,432,AUS,7:12,Missed,0
0,Action shot,9.0,1,0,HUN,1.0,ERDELYI B,0 - 0,375,HUN,6:15,Saved,0
1,Centre shot,6.0,1,0,HUN,1.0,EDWARDS L,1 - 0,348,AUS,5:48,Goal,1
1,Action shot,9.0,1,0,HUN,1.0,ERDELYI B,1 - 0,322,HUN,5:22,Saved,0
1,Action shot,3.0,1,0,HUN,1.0,FORD G,1 - 0,259,AUS,4:19,Saved,0
1,Action shot,10.0,1,0,HUN,1.0,VARGA D,1 - 0,241,HUN,4:01,Saved,0
1,5m shot,9.0,1,0,HUN,1.0,FORD A,1 - 0,218,AUS,3:38,Missed,0
1,Extra player shot,4.0,1,0,HUN,1.0,ZALANKI G,1 - 0,180,HUN,3:00,Post,0
1,Action shot,9.0,1,0,HUN,1.0,FORD A,1 - 0,153,AUS,2:33,Saved,0
1,Action shot,5.0,1,1,HUN,1.0,VAMOS M,1 - 1,101,HUN,1:41,Goal,1
1,Action shot,12.0,1,1,HUN,1.0,BROOKS N,1 - 1,71,AUS,1:11,Saved,0
1,5m shot,11.0,1,1,HUN,1.0,HOLLIS L,1 - 1,26,AUS,0:26,Blocked,0
1,Extra player shot,7.0,1,1,HUN,1.0,GILCHRIST J,1 - 1,3,AUS,0:03,Saved,0
1,5m shot,7.0,1,1,HUN,2.0,GILCHRIST J,1 - 1,424,AUS,7:04,Missed,0
1,Action shot,10.0,1,2,HUN,2.0,VARGA D,1 - 2,414,HUN,6:54,Goal,1
1,Action shot,3.0,1,2,HUN,2.0,MANHERCZ K,1 - 2,370,HUN,6:10,Post,0
1,5m shot,11.0,1,2,HUN,2.0,HOLLIS L,1 - 2,344,AUS,5:44,Saved,0
1,Action shot,7.0,1,2,HUN,2.0,GILCHRIST J,1 - 2,320,AUS,5:20,Saved,0
1,5m shot,11.0,1,2,HUN,2.0,HOLLIS L,1 - 2,274,AUS,4:34,Saved,0
1,Action shot,10.0,1,3,HUN,2.0,VARGA D,1 - 3,256,HUN,4:16,Goal,1
1,Extra player shot,5.0,1,3,HUN,2.0,VAMOS M,1 - 3,193,HUN,3:13,Blocked,0
1,Action shot,12.0,1,3,HUN,2.0,HARAI B,1 - 3,177,HUN,2:57,Post,0
1,5m shot,2.0,1,3,HUN,2.0,TOROK B,1 - 3,143,HUN,2:23,Post,0
1,Action shot,6.0,1,4,HUN,2.0,HOSNYANSZKY N,1 - 4,96,HUN,1:36,Goal,1
2,Action shot,8.0,1,4,HUN,2.0,YOUNGER A,2 - 4,61,AUS,1:01,Goal,1
2,5m shot,9.0,1,4,HUN,4.0,ERDELYI B,2 - 4,60,HUN,1:00,Missed,0
2,Extra player shot,10.0,1,5,HUN,2.0,VARGA D,2 - 5,30,HUN,0:30,Goal,1
2,Extra player shot,9.0,1,5,HUN,2.0,FORD A,2 - 5,5,AUS,0:05,Saved,0
2,Action shot,8.0,1,5,HUN,3.0,YOUNGER A,2 - 5,426,AUS,7:06,Saved,0
2,Action shot,11.0,1,5,HUN,3.0,MEZEI T,2 - 5,398,HUN,6:38,Saved,0
2,Penalty shot,10.0,1,6,HUN,3.0,VARGA D,2 - 6,364,HUN,6:04,Goal,1
2,5m shot,9.0,1,6,HUN,3.0,FORD A,2 - 6,336,AUS,5:36,Saved,0
2,Action shot,5.0,1,6,HUN,3.0,POWER N,2 - 6,302,AUS,5:02,Saved,0
2,Action shot,8.0,1,6,HUN,3.0,GOR-NAGY M,2 - 6,271,HUN,4:31,Post,0
2,5m shot,9.0,1,6,HUN,3.0,FORD A,2 - 6,192,AUS,3:12,Saved,0
2,Extra player shot,2.0,1,7,HUN,3.0,TOROK B,2 - 7,162,HUN,2:42,Goal,1
3,Centre shot,4.0,1,7,HUN,3.0,KAYES J,3 - 7,104,AUS,1:44,Goal,1
3,Centre shot,11.0,1,7,HUN,3.0,MEZEI T,3 - 7,17,HUN,0:17,Saved,0
3,Extra player shot,10.0,1,7,HUN,3.0,FANNON J,3 - 7,2,AUS,0:02,Missed,0
3,Action shot,10.0,1,7,HUN,4.0,FANNON J,3 - 7,453,AUS,7:33,Missed,0
3,Action shot,12.0,1,7,HUN,4.0,HARAI B,3 - 7,427,HUN,7:07,Saved,0
3,Action shot,12.0,1,8,HUN,4.0,HARAI B,3 - 8,381,HUN,6:21,Goal,1
3,Action shot,11.0,1,9,HUN,4.0,MEZEI T,3 - 9,335,HUN,5:35,Goal,1
3,Action shot,9.0,1,9,HUN,4.0,ERDELYI B,3 - 9,279,HUN,4:39,Saved,0
3,5m shot,12.0,1,9,HUN,4.0,BROOKS N,3 - 9,252,AUS,4:12,Saved,0
3,Action shot,3.0,1,10,HUN,4.0,MANHERCZ K,3 - 10,235,HUN,3:55,Goal,1
3,Action shot,5.0,1,11,HUN,4.0,VAMOS M,3 - 11,202,HUN,3:22,Goal,1
3,5m shot,8.0,1,11,HUN,4.0,YOUNGER A,3 - 11,170,AUS,2:50,Blocked,0
3,Action shot,7.0,1,11,HUN,4.0,DECKER A,3 - 11,145,HUN,2:25,Saved,0
3,5m shot,2.0,1,12,HUN,4.0,TOROK B,3 - 12,102,HUN,1:42,Goal,1
3,Counter attack,3.0,1,13,HUN,4.0,MANHERCZ K,3 - 13,29,HUN,0:29,Goal,1
3,5m shot,11.0,1,13,HUN,4.0,HOLLIS L,3 - 13,4,AUS,0:04,Post,0
3,5m shot,1.0,1,13,HUN,4.0,NAGY V,3 - 13,1,HUN,0:01,Saved,0
0,5m shot,6.0,2,0,FRA,1.0,SIMON T,0 - 0,422,FRA,7:02,Saved,0
0,Action shot,7.0,2,0,FRA,1.0,GILCHRIST J,0 - 0,398,AUS,6:38,Saved,0
0,Extra player shot,7.0,2,1,FRA,1.0,CROUSILLAT U,1 - 0,357,FRA,5:57,Goal,1
1,Extra player shot,11.0,2,1,FRA,1.0,HOLLIS L,1 - 1,318,AUS,5:18,Goal,1
2,Extra player shot,11.0,2,1,FRA,1.0,HOLLIS L,1 - 2,263,AUS,4:23,Goal,1
3,Extra player shot,9.0,2,1,FRA,1.0,FORD A,1 - 3,200,AUS,3:20,Goal,1
3,Extra player shot,7.0,2,2,FRA,1.0,CROUSILLAT U,2 - 3,164,FRA,2:44,Goal,1
4,Action shot,12.0,2,2,FRA,1.0,BROOKS N,2 - 4,135,AUS,2:15,Goal,1
4,Extra player shot,8.0,2,3,FRA,1.0,IZDINSKY M,3 - 4,97,FRA,1:37,Goal,1
4,Action shot,6.0,2,3,FRA,1.0,SIMON T,3 - 4,88,FRA,1:28,Post,0
4,Action shot,6.0,2,4,FRA,1.0,SIMON T,4 - 4,64,FRA,1:04,Goal,1
4,5m shot,8.0,2,4,FRA,1.0,YOUNGER A,4 - 4,42,AUS,0:42,Blocked,0
4,Extra player shot,9.0,2,5,FRA,1.0,MARZOUKI M,5 - 4,6,FRA,0:06,Goal,1
4,Action shot,5.0,2,5,FRA,2.0,POWER N,5 - 4,451,AUS,7:31,Saved,0
4,5m shot,9.0,2,5,FRA,2.0,MARZOUKI M,5 - 4,419,FRA,6:59,Saved,0
4,Action shot,10.0,2,5,FRA,2.0,LAVERSANNE M,5 - 4,419,FRA,6:59,Saved,0
5,Action shot,4.0,2,5,FRA,2.0,KAYES J,5 - 5,354,AUS,5:54,Goal,1
5,5m shot,9.0,2,5,FRA,2.0,MARZOUKI M,5 - 5,334,FRA,5:34,Missed,0
5,Action shot,8.0,2,5,FRA,2.0,YOUNGER A,5 - 5,323,AUS,5:23,Saved,0
5,5m shot,9.0,2,5,FRA,2.0,MARZOUKI M,5 - 5,291,FRA,4:51,Post,0
5,5m shot,8.0,2,5,FRA,2.0,YOUNGER A,5 - 5,251,AUS,4:11,Blocked,0
5,5m shot,7.0,2,5,FRA,2.0,CROUSILLAT U,5 - 5,231,FRA,3:51,Post,0
6,Action shot,12.0,2,5,FRA,2.0,BROOKS N,5 - 6,133,AUS,2:13,Goal,1
6,5m shot,9.0,2,6,FRA,2.0,MARZOUKI M,6 - 6,40,FRA,0:40,Goal,1
6,Action shot,9.0,2,6,FRA,4.0,MARZOUKI M,6 - 6,116,FRA,1:56,Missed,0
11,5m shot,6.0,2,9,FRA,4.0,EDWARDS L,9 - 11,98,AUS,1:38,Goal,1
11,5m shot,10.0,2,9,FRA,2.0,LAVERSANNE M,9 - 11,1,FRA,0:01,Missed,0
7,5m shot,8.0,2,6,FRA,3.0,YOUNGER A,6 - 7,451,AUS,7:31,Goal,1
7,Action shot,7.0,2,6,FRA,3.0,CROUSILLAT U,6 - 7,375,FRA,6:15,Saved,0
7,Centre shot,8.0,2,6,FRA,3.0,YOUNGER A,6 - 7,356,AUS,5:56,Saved,0
8,5m shot,8.0,2,6,FRA,3.0,YOUNGER A,6 - 8,311,AUS,5:11,Goal,1
9,5m shot,8.0,2,6,FRA,3.0,YOUNGER A,6 - 9,261,AUS,4:21,Goal,1
9,Extra player shot,9.0,2,6,FRA,3.0,MARZOUKI M,6 - 9,217,FRA,3:37,Blocked,0
9,Extra player shot,11.0,2,6,FRA,3.0,HOLLIS L,6 - 9,169,AUS,2:49,Blocked,0
9,5m shot,9.0,2,6,FRA,3.0,FORD A,6 - 9,145,AUS,2:25,Saved,0
9,5m shot,6.0,2,6,FRA,3.0,SIMON T,6 - 9,115,FRA,1:55,Saved,0
9,5m shot,8.0,2,6,FRA,3.0,YOUNGER A,6 - 9,89,AUS,1:29,Blocked,0
9,Extra player shot,7.0,2,7,FRA,3.0,CROUSILLAT U,7 - 9,57,FRA,0:57,Goal,1
9,5m shot,3.0,2,7,FRA,3.0,KOVACEVIC I,7 - 9,10,FRA,0:10,Blocked,0
9,5m shot,8.0,2,7,FRA,3.0,YOUNGER A,7 - 9,1,AUS,0:01,Saved,0
10,5m shot,11.0,2,7,FRA,4.0,HOLLIS L,7 - 10,451,AUS,7:31,Goal,1
10,Action shot,3.0,2,7,FRA,4.0,KOVACEVIC I,7 - 10,422,FRA,7:02,Missed,0
10,Centre shot,6.0,2,7,FRA,4.0,EDWARDS L,7 - 10,393,AUS,6:33,Saved,0
10,Centre shot,12.0,2,7,FRA,4.0,CAMARASA A,7 - 10,364,FRA,6:04,Saved,0
10,Action shot,9.0,2,7,FRA,4.0,MARZOUKI M,7 - 10,349,FRA,5:49,Saved,0
10,Centre shot,12.0,2,8,FRA,4.0,CAMARASA A,8 - 10,343,FRA,5:43,Goal,1
10,Extra player shot,3.0,2,9,FRA,4.0,KOVACEVIC I,9 - 10,282,FRA,4:42,Goal,1
10,Centre shot,7.0,2,9,FRA,4.0,GILCHRIST J,9 - 10,256,AUS,4:16,Missed,0
10,Action shot,7.0,2,9,FRA,4.0,CROUSILLAT U,9 - 10,237,FRA,3:57,Post,0
10,5m shot,6.0,2,9,FRA,4.0,SIMON T,9 - 10,152,FRA,2:32,Saved,0
11,Extra player shot,6.0,2,10,FRA,4.0,SIMON T,10 - 11,15,FRA,0:15,Goal,1
0,Action shot,3.0,3,0,ITA,1.0,GITTO N,0 - 0,452,ITA,7:32,Saved,0
0,Action shot,11.0,3,0,ITA,1.0,HOLLIS L,0 - 0,403,AUS,6:43,Saved,0
0,Action shot,2.0,3,0,ITA,1.0,di FULVIO F,0 - 0,385,ITA,6:25,Saved,0
0,Centre shot,10.0,3,1,ITA,1.0,BODEGAS M,0 - 1,363,ITA,6:03,Goal,1
0,Extra player shot,5.0,3,2,ITA,1.0,PRESCIUTTI N,0 - 2,311,ITA,5:11,Goal,1
0,Centre shot,4.0,3,2,ITA,1.0,KAYES J,0 - 2,295,AUS,4:55,Saved,0
1,5m shot,8.0,3,2,ITA,1.0,YOUNGER A,1 - 2,256,AUS,4:16,Goal,1
1,Extra player shot,10.0,3,3,ITA,1.0,BODEGAS M,1 - 3,214,ITA,3:34,Goal,1
2,Centre shot,2.0,3,3,ITA,1.0,PUTT T,2 - 3,184,AUS,3:04,Goal,1
2,Centre shot,10.0,3,3,ITA,1.0,BODEGAS M,2 - 3,163,ITA,2:43,Missed,0
2,Action shot,10.0,3,4,ITA,1.0,BODEGAS M,2 - 4,126,ITA,2:06,Goal,1
2,Extra player shot,4.0,3,4,ITA,1.0,FIGLIOLI P,2 - 4,77,ITA,1:17,Post,0
2,Centre shot,11.0,3,5,ITA,1.0,AICARDI M,2 - 5,28,ITA,0:28,Goal,1
2,5m shot,9.0,3,5,ITA,2.0,FORD A,2 - 5,436,AUS,7:16,Missed,0
2,Centre shot,11.0,3,6,ITA,2.0,AICARDI M,2 - 6,411,ITA,6:51,Goal,1
2,Action shot,2.0,3,7,ITA,2.0,di FULVIO F,2 - 7,350,ITA,5:50,Goal,1
2,5m shot,5.0,3,7,ITA,2.0,POWER N,2 - 7,320,AUS,5:20,Saved,0
2,5m shot,2.0,3,7,ITA,2.0,di FULVIO F,2 - 7,291,ITA,4:51,Blocked,0
2,Extra player shot,8.0,3,7,ITA,2.0,FONDELLI A,2 - 7,244,ITA,4:04,Saved,0
2,Centre shot,6.0,3,7,ITA,2.0,EDWARDS L,2 - 7,169,AUS,2:49,Saved,0
2,Action shot,4.0,3,7,ITA,2.0,FIGLIOLI P,2 - 7,153,ITA,2:33,Saved,0
2,5m shot,10.0,3,7,ITA,2.0,FANNON J,2 - 7,123,AUS,2:03,Saved,0
2,5m shot,4.0,3,7,ITA,2.0,FIGLIOLI P,2 - 7,97,ITA,1:37,Blocked,0
2,5m shot,4.0,3,8,ITA,2.0,FIGLIOLI P,2 - 8,41,ITA,0:41,Goal,1
2,5m shot,5.0,3,8,ITA,2.0,POWER N,2 - 8,18,AUS,0:18,Saved,0
2,5m shot,11.0,3,8,ITA,2.0,AICARDI M,2 - 8,1,ITA,0:01,Missed,0
2,Centre shot,11.0,3,8,ITA,3.0,AICARDI M,2 - 8,455,ITA,7:35,Saved,0
3,Extra player shot,10.0,3,8,ITA,3.0,FANNON J,3 - 8,409,AUS,6:49,Goal,1
3,5m shot,7.0,3,8,ITA,3.0,NORA A,3 - 8,336,ITA,5:36,Saved,0
3,Penalty shot,4.0,3,9,ITA,3.0,FIGLIOLI P,3 - 9,316,ITA,5:16,Goal,1
4,Action shot,9.0,3,9,ITA,3.0,FORD A,4 - 9,194,AUS,3:14,Goal,1
4,Action shot,4.0,3,10,ITA,3.0,FIGLIOLI P,4 - 10,183,ITA,3:03,Goal,1
4,5m shot,9.0,3,10,ITA,3.0,FORD A,4 - 10,152,AUS,2:32,Saved,0
4,5m shot,2.0,3,10,ITA,3.0,di FULVIO F,4 - 10,115,ITA,1:55,Post,0
4,Action shot,2.0,3,10,ITA,3.0,di FULVIO F,4 - 10,71,ITA,1:11,Saved,0
4,Action shot,4.0,3,10,ITA,3.0,FIGLIOLI P,4 - 10,23,ITA,0:23,Saved,0
4,Extra player shot,3.0,3,10,ITA,3.0,FORD G,4 - 10,3,AUS,0:03,Saved,0
5,Extra player shot,6.0,3,10,ITA,3.0,EDWARDS L,5 - 10,1,AUS,0:01,Goal,1
5,5m shot,5.0,3,10,ITA,4.0,PRESCIUTTI N,5 - 10,455,ITA,7:35,Saved,0
5,Centre shot,12.0,3,10,ITA,4.0,BERTOLI Z,5 - 10,405,ITA,6:45,Post,0
5,Action shot,8.0,3,10,ITA,4.0,YOUNGER A,5 - 10,311,AUS,5:11,Post,0
5,5m shot,10.0,3,10,ITA,4.0,BODEGAS M,5 - 10,271,ITA,4:31,Blocked,0
5,Centre shot,10.0,3,10,ITA,4.0,BODEGAS M,5 - 10,138,ITA,2:18,Missed,0
5,Action shot,12.0,3,10,ITA,4.0,BROOKS N,5 - 10,110,AUS,1:50,Post,0
5,Centre shot,9.0,3,11,ITA,4.0,RENZUTO IODICE V,5 - 11,88,ITA,1:28,Goal,1
5,5m shot,8.0,3,12,ITA,4.0,FONDELLI A,5 - 12,49,ITA,0:49,Goal,1
5,Counter attack,2.0,3,13,ITA,4.0,di FULVIO F,5 - 13,24,ITA,0:24,Goal,1
0,Action shot,9.0,4,0,BRA,1.0,FORD A,0 - 0,454,AUS,7:34,Missed,0
0,5m shot,4.0,4,0,BRA,1.0,COUTINHO G,0 - 0,435,BRA,7:15,Blocked,0
0,Action shot,8.0,4,0,BRA,1.0,YOUNGER A,0 - 0,405,AUS,6:45,Saved,0
0,Action shot,12.0,4,1,BRA,1.0,FREITAS R,1 - 0,382,BRA,6:22,Goal,1
1,Action shot,4.0,4,1,BRA,1.0,KAYES J,1 - 1,304,AUS,5:04,Goal,1
1,Action shot,4.0,4,1,BRA,1.0,COUTINHO G,1 - 1,274,BRA,4:34,Blocked,0
2,Extra player shot,4.0,4,1,BRA,1.0,KAYES J,1 - 2,239,AUS,3:59,Goal,1
2,5m shot,12.0,4,1,BRA,1.0,FREITAS R,1 - 2,213,BRA,3:33,Post,0
2,Extra player shot,11.0,4,2,BRA,1.0,GUIMARAES G,2 - 2,118,BRA,1:58,Goal,1
2,Penalty shot,8.0,4,2,BRA,1.0,YOUNGER A,2 - 2,102,AUS,1:42,Post,0
2,Extra player shot,4.0,4,2,BRA,1.0,KAYES J,2 - 2,5,AUS,0:05,Post,0
2,Action shot,7.0,4,2,BRA,2.0,STELLET P,2 - 2,436,BRA,7:16,Saved,0
2,Action shot,8.0,4,2,BRA,2.0,STELLET M,2 - 2,382,BRA,6:22,Missed,0
2,Action shot,7.0,4,2,BRA,2.0,STELLET P,2 - 2,324,BRA,5:24,Missed,0
3,Action shot,5.0,4,2,BRA,2.0,POWER N,2 - 3,226,AUS,3:46,Goal,1
4,Counter attack,10.0,4,2,BRA,2.0,FANNON J,2 - 4,190,AUS,3:10,Goal,1
4,5m shot,4.0,4,2,BRA,2.0,COUTINHO G,2 - 4,112,BRA,1:52,Post,0
4,5m shot,11.0,4,2,BRA,2.0,GUIMARAES G,2 - 4,67,BRA,1:07,Saved,0
8,5m shot,10.0,4,3,BRA,4.0,FANNON J,3 - 8,16,AUS,0:16,Goal,1
8,Action shot,7.0,4,3,BRA,3.0,GILCHRIST J,3 - 8,408,AUS,6:48,Blocked,0
5,Extra player shot,7.0,4,2,BRA,3.0,GILCHRIST J,2 - 5,365,AUS,6:05,Goal,1
5,Extra player shot,11.0,4,2,BRA,3.0,GUIMARAES G,2 - 5,322,BRA,5:22,Blocked,0
6,Action shot,9.0,4,2,BRA,3.0,FORD A,2 - 6,272,AUS,4:32,Goal,1
6,Action shot,2.0,4,2,BRA,3.0,CRUZ A,2 - 6,245,BRA,4:05,Saved,0
6,5m shot,8.0,4,2,BRA,3.0,YOUNGER A,2 - 6,190,AUS,3:10,Saved,0
6,Extra player shot,9.0,4,2,BRA,3.0,FORD A,2 - 6,130,AUS,2:10,Post,0
