AUS,Action,Cap,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
6,Action shot,11.0,4,2,BRA,3.0,GUIMARAES G,2 - 6,104,BRA,1:44,Saved,0
6,Extra player shot,8.0,4,2,BRA,3.0,YOUNGER A,2 - 6,86,AUS,1:26,Saved,0
6,Penalty shot,9.0,4,2,BRA,3.0,FORD A,2 - 6,86,AUS,1:26,Post,0
6,Action shot,11.0,4,2,BRA,3.0,GUIMARAES G,2 - 6,35,BRA,0:35,Saved,0
6,Extra player shot,11.0,4,3,BRA,3.0,GUIMARAES G,3 - 6,3,BRA,0:03,Goal,1
6,5m shot,8.0,4,3,BRA,3.0,YOUNGER A,3 - 6,1,AUS,0:01,Saved,0
6,5m shot,8.0,4,3,BRA,4.0,YOUNGER A,3 - 6,455,AUS,7:35,Blocked,0
6,Extra player shot,9.0,4,3,BRA,4.0,FORD A,3 - 6,390,AUS,6:30,Blocked,0
6,Action shot,5.0,4,3,BRA,4.0,SILVA L,3 - 6,361,BRA,6:01,Saved,0
6,5m shot,8.0,4,3,BRA,4.0,YOUNGER A,3 - 6,332,AUS,5:32,Blocked,0
6,Action shot,3.0,4,3,BRA,4.0,ALMEIDA G,3 - 6,305,BRA,5:05,Post,0
6,Action shot,12.0,4,3,BRA,4.0,FREITAS R,3 - 6,256,BRA,4:16,Saved,0
6,5m shot,11.0,4,3,BRA,4.0,HOLLIS L,3 - 6,211,AUS,3:31,Saved,0
7,Extra player shot,4.0,4,3,BRA,4.0,KAYES J,3 - 7,143,AUS,2:23,Goal,1
7,Action shot,10.0,4,3,BRA,4.0,CARRULO H,3 - 7,118,BRA,1:58,Saved,0
7,5m shot,9.0,4,3,BRA,4.0,FORD A,3 - 7,92,AUS,1:32,Missed,0
7,Action shot,2.0,4,3,BRA,4.0,CRUZ A,3 - 7,70,BRA,1:10,Blocked,0
7,Action shot,3.0,4,3,BRA,4.0,ALMEIDA G,3 - 7,1,BRA,0:01,Missed,0
0,5m shot,5.0,5,1,SRB,1.0,CUK M,1 - 0,452,SRB,7:32,Goal,1
0,5m shot,8.0,5,1,SRB,1.0,YOUNGER A,1 - 0,371,AUS,6:11,Saved,0
0,Penalty shot,10.0,5,2,SRB,1.0,FILIPOVIC F,2 - 0,326,SRB,5:26,Goal,1
0,5m shot,7.0,5,2,SRB,1.0,UBOVIC N,2 - 0,299,SRB,4:59,Post,0
1,Action shot,7.0,5,2,SRB,1.0,GILCHRIST J,2 - 1,248,AUS,4:08,Goal,1
1,Extra player shot,10.0,5,3,SRB,1.0,FILIPOVIC F,3 - 1,108,SRB,1:48,Goal,1
1,Extra player shot,12.0,5,4,SRB,1.0,MITORVIC S,4 - 1,25,SRB,0:25,Goal,1
1,Centre shot,6.0,5,5,SRB,2.0,PIJETLOVIC D,5 - 1,456,SRB,7:36,Goal,1
1,5m shot,8.0,5,5,SRB,2.0,YOUNGER A,5 - 1,432,AUS,7:12,Blocked,0
2,Action shot,5.0,5,5,SRB,2.0,POWER N,5 - 2,386,AUS,6:26,Goal,1
2,5m shot,8.0,5,5,SRB,2.0,ALEKSIC M,5 - 2,355,SRB,5:55,Post,0
3,Centre shot,6.0,5,5,SRB,2.0,EDWARDS L,5 - 3,332,AUS,5:32,Goal,1
3,Action shot,11.0,5,5,SRB,2.0,HOLLIS L,5 - 3,278,AUS,4:38,Saved,0
3,5m shot,7.0,5,5,SRB,2.0,GILCHRIST J,5 - 3,230,AUS,3:50,Missed,0
3,Action shot,11.0,5,6,SRB,2.0,PRLAINOVIC A,6 - 3,192,SRB,3:12,Goal,1
3,Action shot,12.0,5,7,SRB,2.0,MITORVIC S,7 - 3,142,SRB,2:22,Goal,1
3,Centre shot,4.0,5,7,SRB,2.0,KAYES J,7 - 3,112,AUS,1:52,Saved,0
3,5m shot,12.0,5,7,SRB,2.0,MITORVIC S,7 - 3,86,SRB,1:26,Post,0
3,Action shot,3.0,5,7,SRB,2.0,FORD G,7 - 3,56,AUS,0:56,Saved,0
3,5m shot,4.0,5,8,SRB,2.0,RANDELOVIC S,8 - 3,26,SRB,0:26,Goal,1
3,5m shot,8.0,5,8,SRB,2.0,YOUNGER A,8 - 3,3,AUS,0:03,Post,0
3,Centre shot,5.0,5,8,SRB,3.0,POWER N,8 - 3,450,AUS,7:30,Saved,0
3,Action shot,11.0,5,9,SRB,3.0,PRLAINOVIC A,9 - 3,426,SRB,7:06,Goal,1
3,5m shot,11.0,5,9,SRB,3.0,HOLLIS L,9 - 3,396,AUS,6:36,Saved,0
3,Centre shot,6.0,5,9,SRB,3.0,PIJETLOVIC D,9 - 3,347,SRB,5:47,Saved,0
3,5m shot,8.0,5,9,SRB,3.0,YOUNGER A,9 - 3,323,AUS,5:23,Saved,0
4,Extra player shot,8.0,5,9,SRB,3.0,YOUNGER A,9 - 4,297,AUS,4:57,Goal,1
4,Centre shot,5.0,5,10,SRB,3.0,CUK M,10 - 4,271,SRB,4:31,Goal,1
4,5m shot,10.0,5,10,SRB,3.0,FANNON J,10 - 4,247,AUS,4:07,Blocked,0
4,Action shot,8.0,5,11,SRB,3.0,ALEKSIC M,11 - 4,180,SRB,3:00,Goal,1
4,5m shot,8.0,5,11,SRB,3.0,ALEKSIC M,11 - 4,129,SRB,2:09,Missed,0
4,5m shot,8.0,5,11,SRB,3.0,YOUNGER A,11 - 4,108,AUS,1:48,Post,0
5,Centre shot,4.0,5,11,SRB,3.0,KAYES J,11 - 5,108,AUS,1:48,Goal,1
5,Centre shot,6.0,5,11,SRB,3.0,PIJETLOVIC D,11 - 5,90,SRB,1:30,Saved,0
5,Action shot,2.0,5,11,SRB,3.0,PUTT T,11 - 5,73,AUS,1:13,Saved,0
5,5m shot,8.0,5,11,SRB,3.0,ALEKSIC M,11 - 5,41,SRB,0:41,Post,0
5,Action shot,8.0,5,11,SRB,3.0,YOUNGER A,11 - 5,24,AUS,0:24,Saved,0
5,Counter attack,6.0,5,12,SRB,3.0,PIJETLOVIC D,12 - 5,13,SRB,0:13,Goal,1
5,Extra player shot,9.0,5,13,SRB,4.0,JAKSIC N,13 - 5,444,SRB,7:24,Goal,1
5,5m shot,11.0,5,13,SRB,4.0,HOLLIS L,13 - 5,420,AUS,7:00,Blocked,0
5,Action shot,10.0,5,14,SRB,4.0,FILIPOVIC F,14 - 5,402,SRB,6:42,Goal,1
5,5m shot,8.0,5,14,SRB,4.0,YOUNGER A,14 - 5,376,AUS,6:16,Post,0
5,Centre shot,6.0,5,14,SRB,4.0,PIJETLOVIC D,14 - 5,362,SRB,6:02,Missed,0
5,5m shot,8.0,5,14,SRB,4.0,ALEKSIC M,14 - 5,290,SRB,4:50,Post,0
5,Extra player shot,5.0,5,14,SRB,4.0,POWER N,14 - 5,188,AUS,3:08,Saved,0
5,Action shot,12.0,5,14,SRB,4.0,MITORVIC S,14 - 5,140,SRB,2:20,Missed,0
5,Action shot,11.0,5,14,SRB,4.0,HOLLIS L,14 - 5,64,AUS,1:04,Saved,0
5,Centre shot,12.0,5,14,SRB,4.0,MITORVIC S,14 - 5,43,SRB,0:43,Post,0
5,Counter attack,3.0,5,15,SRB,4.0,RASOVIC V,15 - 5,3,SRB,0:03,Goal,1
5,5m shot,8.0,5,15,SRB,4.0,YOUNGER A,15 - 5,1,AUS,0:01,Saved,0
1,5m shot,11.0,6,0,ITA,1.0,HOLLIS L,1 - 0,395,AUS,6:35,Goal,1
2,Action shot,7.0,6,0,ITA,1.0,GILCHRIST J,2 - 0,353,AUS,5:53,Goal,1
2,Centre shot,3.0,6,1,ITA,1.0,GITTO N,2 - 1,301,ITA,5:01,Goal,1
2,Extra player shot,8.0,6,1,ITA,1.0,FONDELLI A,2 - 1,252,ITA,4:12,Post,0
2,Action shot,5.0,6,2,ITA,1.0,PRESCIUTTI N,2 - 2,249,ITA,4:09,Goal,1
2,Centre shot,6.0,6,2,ITA,1.0,EDWARDS L,2 - 2,228,AUS,3:48,Missed,0
2,Extra player shot,4.0,6,2,ITA,1.0,KAYES J,2 - 2,163,AUS,2:43,Saved,0
2,Action shot,10.0,6,2,ITA,1.0,FANNON J,2 - 2,102,AUS,1:42,Saved,0
2,Action shot,8.0,6,2,ITA,1.0,FONDELLI A,2 - 2,75,ITA,1:15,Missed,0
2,Counter attack,10.0,6,3,ITA,1.0,BODEGAS M,2 - 3,39,ITA,0:39,Goal,1
2,Action shot,4.0,6,4,ITA,1.0,FIGLIOLI P,2 - 4,4,ITA,0:04,Goal,1
2,5m shot,8.0,6,4,ITA,1.0,YOUNGER A,2 - 4,4,AUS,0:04,Missed,0
2,5m shot,2.0,6,4,ITA,1.0,di FULVIO F,2 - 4,1,ITA,0:01,Saved,0
2,Action shot,7.0,6,4,ITA,2.0,GILCHRIST J,2 - 4,425,AUS,7:05,Saved,0
3,Action shot,11.0,6,4,ITA,2.0,HOLLIS L,3 - 4,379,AUS,6:19,Goal,1
3,Action shot,4.0,6,4,ITA,2.0,FIGLIOLI P,3 - 4,354,ITA,5:54,Post,0
3,5m shot,11.0,6,4,ITA,2.0,HOLLIS L,3 - 4,325,AUS,5:25,Saved,0
3,Extra player shot,2.0,6,5,ITA,2.0,di FULVIO F,3 - 5,299,ITA,4:59,Goal,1
3,Extra player shot,2.0,6,5,ITA,2.0,di FULVIO F,3 - 5,231,ITA,3:51,Saved,0
4,Centre shot,4.0,6,5,ITA,2.0,KAYES J,4 - 5,206,AUS,3:26,Goal,1
4,Centre shot,5.0,6,5,ITA,2.0,PRESCIUTTI N,4 - 5,178,ITA,2:58,Saved,0
4,Extra player shot,8.0,6,5,ITA,2.0,YOUNGER A,4 - 5,138,AUS,2:18,Blocked,0
4,Extra player shot,2.0,6,8,ITA,4.0,di FULVIO F,4 - 8,95,ITA,1:35,Goal,1
4,5m shot,8.0,6,8,ITA,2.0,YOUNGER A,4 - 8,85,AUS,1:25,Blocked,0
4,Counter attack,6.0,6,8,ITA,2.0,MIRARCHI C,4 - 8,72,ITA,1:12,Saved,0
4,Penalty shot,4.0,6,6,ITA,2.0,FIGLIOLI P,4 - 6,30,ITA,0:30,Goal,1
4,Extra player shot,6.0,6,6,ITA,2.0,EDWARDS L,4 - 6,1,AUS,0:01,Saved,0
4,Action shot,9.0,6,6,ITA,3.0,FORD A,4 - 6,451,AUS,7:31,Saved,0
4,Action shot,5.0,6,6,ITA,3.0,POWER N,4 - 6,395,AUS,6:35,Saved,0
4,Action shot,2.0,6,6,ITA,3.0,di FULVIO F,4 - 6,337,ITA,5:37,Missed,0
4,5m shot,8.0,6,6,ITA,3.0,YOUNGER A,4 - 6,310,AUS,5:10,Post,0
4,Action shot,9.0,6,6,ITA,3.0,RENZUTO IODICE V,4 - 6,255,ITA,4:15,Post,0
4,Extra player shot,9.0,6,6,ITA,3.0,RENZUTO IODICE V,4 - 6,223,ITA,3:43,Blocked,0
4,Centre shot,4.0,6,6,ITA,3.0,KAYES J,4 - 6,196,AUS,3:16,Saved,0
4,Centre shot,12.0,6,6,ITA,3.0,BERTOLI Z,4 - 6,169,ITA,2:49,Saved,0
4,5m shot,2.0,6,6,ITA,3.0,di FULVIO F,4 - 6,112,ITA,1:52,Saved,0
4,Extra player shot,9.0,6,6,ITA,3.0,FORD A,4 - 6,98,AUS,1:38,Saved,0
4,Action shot,10.0,6,6,ITA,3.0,BODEGAS M,4 - 6,75,ITA,1:15,Saved,0
4,Action shot,12.0,6,6,ITA,3.0,BERTOLI Z,4 - 6,55,ITA,0:55,Blocked,0
4,5m shot,11.0,6,6,ITA,3.0,HOLLIS L,4 - 6,33,AUS,0:33,Saved,0
4,5m shot,4.0,6,6,ITA,3.0,FIGLIOLI P,4 - 6,2,ITA,0:02,Missed,0
4,Centre shot,11.0,6,7,ITA,4.0,AICARDI M,4 - 7,450,ITA,7:30,Goal,1
4,Extra player shot,11.0,6,7,ITA,4.0,HOLLIS L,4 - 7,403,AUS,6:43,Post,0
4,5m shot,6.0,6,7,ITA,4.0,MIRARCHI C,4 - 7,374,ITA,6:14,Saved,0
4,5m shot,11.0,6,7,ITA,4.0,AICARDI M,4 - 7,319,ITA,5:19,Post,0
4,Centre shot,6.0,6,7,ITA,4.0,MIRARCHI C,4 - 7,286,ITA,4:46,Saved,0
4,Centre shot,12.0,6,7,ITA,4.0,BERTOLI Z,4 - 7,262,ITA,4:22,Post,0
4,Action shot,9.0,6,7,ITA,4.0,FORD A,4 - 7,234,AUS,3:54,Saved,0
4,Centre shot,11.0,6,7,ITA,4.0,AICARDI M,4 - 7,210,ITA,3:30,Saved,0
4,Action shot,10.0,6,7,ITA,4.0,FANNON J,4 - 7,181,AUS,3:01,Saved,0
4,5m shot,9.0,6,7,ITA,4.0,FORD A,4 - 7,125,AUS,2:05,Missed,0
4,Extra player shot,6.0,6,7,ITA,4.0,MIRARCHI C,4 - 7,17,ITA,0:17,Blocked,0
4,Extra player shot,4.0,6,7,ITA,4.0,KAYES J,4 - 7,1,AUS,0:01,Blocked,0
0,Centre shot,11.0,7,1,RUS,1.0,LISUNOV S,1 - 0,453,RUS,7:33,Goal,1
1,Centre shot,6.0,7,1,RUS,1.0,EDWARDS L,1 - 1,430,AUS,7:10,Goal,1
2,Action shot,7.0,7,1,RUS,1.0,GILCHRIST J,1 - 2,394,AUS,6:34,Goal,1
2,Centre shot,4.0,7,1,RUS,1.0,KAYES J,1 - 2,343,AUS,5:43,Missed,0
2,5m shot,10.0,7,2,RUS,1.0,KHOLOD D,2 - 2,316,RUS,5:16,Goal,1
3,Extra player shot,5.0,7,2,RUS,1.0,POWER N,2 - 3,282,AUS,4:42,Goal,1
4,Extra player shot,11.0,7,2,RUS,1.0,HOLLIS L,2 - 4,226,AUS,3:46,Goal,1
4,Action shot,7.0,7,2,RUS,1.0,GILCHRIST J,2 - 4,174,AUS,2:54,Saved,0
4,Centre shot,4.0,7,3,RUS,1.0,DEREVIANKIN N,3 - 4,150,RUS,2:30,Goal,1
4,Centre shot,4.0,7,3,RUS,1.0,KAYES J,3 - 4,130,AUS,2:10,Post,0
4,Extra player shot,11.0,7,3,RUS,1.0,LISUNOV S,3 - 4,83,RUS,1:23,Saved,0
4,5m shot,8.0,7,3,RUS,1.0,YOUNGER A,3 - 4,59,AUS,0:59,Saved,0
4,Extra player shot,10.0,7,3,RUS,1.0,KHOLOD D,3 - 4,33,RUS,0:33,Saved,0
4,Extra player shot,2.0,7,3,RUS,1.0,LAZAREV N,3 - 4,12,RUS,0:12,Post,0
4,5m shot,1.0,7,3,RUS,1.0,KORNEEV K,3 - 4,1,RUS,0:01,Saved,0
4,5m shot,2.0,7,3,RUS,2.0,LAZAREV N,3 - 4,451,RUS,7:31,Saved,0
4,5m shot,11.0,7,3,RUS,2.0,HOLLIS L,3 - 4,423,AUS,7:03,Blocked,0
4,Action shot,2.0,7,3,RUS,2.0,LAZAREV N,3 - 4,405,RUS,6:45,Saved,0
4,5m shot,10.0,7,4,RUS,2.0,KHOLOD D,4 - 4,373,RUS,6:13,Goal,1
5,Centre shot,6.0,7,4,RUS,2.0,EDWARDS L,4 - 5,346,AUS,5:46,Goal,1
5,Action shot,7.0,7,4,RUS,2.0,GILCHRIST J,4 - 5,317,AUS,5:17,Saved,0
5,5m shot,10.0,7,4,RUS,2.0,KHOLOD D,4 - 5,296,RUS,4:56,Saved,0
5,Action shot,8.0,7,4,RUS,2.0,YOUNGER A,4 - 5,274,AUS,4:34,Saved,0
5,Action shot,7.0,7,4,RUS,2.0,GILCHRIST J,4 - 5,221,AUS,3:41,Post,0
5,5m shot,7.0,7,5,RUS,2.0,MERKULOV D,5 - 5,200,RUS,3:20,Goal,1
5,Action shot,8.0,7,5,RUS,2.0,YOUNGER A,5 - 5,174,AUS,2:54,Saved,0
5,Extra player shot,11.0,7,5,RUS,2.0,LISUNOV S,5 - 5,140,RUS,2:20,Missed,0
5,5m shot,11.0,7,5,RUS,2.0,HOLLIS L,5 - 5,117,AUS,1:57,Saved,0
6,Extra player shot,4.0,7,5,RUS,2.0,KAYES J,5 - 6,89,AUS,1:29,Goal,1
6,Action shot,8.0,7,5,RUS,2.0,NAGAEV I,5 - 6,70,RUS,1:10,Saved,0
6,Centre shot,6.0,7,5,RUS,2.0,EDWARDS L,5 - 6,38,AUS,0:38,Saved,0
6,5m shot,7.0,7,5,RUS,2.0,GILCHRIST J,5 - 6,1,AUS,0:01,Saved,0
6,5m shot,8.0,7,5,RUS,3.0,NAGAEV I,5 - 6,451,RUS,7:31,Post,0
6,5m shot,7.0,7,5,RUS,3.0,GILCHRIST J,5 - 6,422,AUS,7:02,Missed,0
6,Centre shot,4.0,7,5,RUS,3.0,DEREVIANKIN N,5 - 6,398,RUS,6:38,Missed,0
7,5m shot,2.0,7,5,RUS,3.0,PUTT T,5 - 7,373,AUS,6:13,Goal,1
7,Extra player shot,6.0,7,5,RUS,3.0,ASHAEV A,5 - 7,344,RUS,5:44,Blocked,0
7,Action shot,10.0,7,5,RUS,3.0,FANNON J,5 - 7,274,AUS,4:34,Saved,0
8,Action shot,8.0,7,5,RUS,3.0,YOUNGER A,5 - 8,260,AUS,4:20,Goal,1
8,5m shot,8.0,7,5,RUS,3.0,YOUNGER A,5 - 8,211,AUS,3:31,Post,0
8,Centre shot,11.0,7,5,RUS,3.0,LISUNOV S,5 - 8,186,RUS,3:06,Missed,0
8,Action shot,7.0,7,6,RUS,3.0,MERKULOV D,6 - 8,135,RUS,2:15,Goal,1
8,Extra player shot,11.0,7,6,RUS,3.0,HOLLIS L,6 - 8,91,AUS,1:31,Missed,0
8,Centre shot,4.0,7,6,RUS,3.0,DEREVIANKIN N,6 - 8,66,RUS,1:06,Post,0
9,Action shot,8.0,7,6,RUS,3.0,YOUNGER A,6 - 9,48,AUS,0:48,Goal,1
9,Extra player shot,11.0,7,6,RUS,3.0,HOLLIS L,6 - 9,2,AUS,0:02,Saved,0
10,Extra player shot,9.0,7,6,RUS,4.0,FORD A,6 - 10,427,AUS,7:07,Goal,1
10,Action shot,10.0,7,7,RUS,4.0,KHOLOD D,7 - 10,393,RUS,6:33,Goal,1
10,Extra player shot,8.0,7,7,RUS,4.0,NAGAEV I,7 - 10,284,RUS,4:44,Saved,0
10,5m shot,7.0,7,7,RUS,4.0,GILCHRIST J,7 - 10,259,AUS,4:19,Saved,0
10,Action shot,7.0,7,7,RUS,4.0,MERKULOV D,7 - 10,231,RUS,3:51,Post,0
10,Centre shot,8.0,7,7,RUS,4.0,YOUNGER A,7 - 10,202,AUS,3:22,Missed,0
10,Action shot,10.0,7,7,RUS,4.0,KHOLOD D,7 - 10,176,RUS,2:56,Saved,0
10,Extra player shot,6.0,7,7,RUS,4.0,ASHAEV A,7 - 10,153,RUS,2:33,Saved,0
10,5m shot,11.0,7,7,RUS,4.0,HOLLIS L,7 - 10,130,AUS,2:10,Saved,0
10,Extra player shot,4.0,7,7,RUS,4.0,DEREVIANKIN N,7 - 10,39,RUS,0:39,Post,0
10,Extra player shot,8.0,7,7,RUS,4.0,NAGAEV I,7 - 10,30,RUS,0:30,Saved,0
