Action,Cap,Game,MNE,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time
Turnover foul,10.0,5,0,1,RUS,1.0,KHOLOD D,0 - 1,302,RUS,5:02
Steal,2.0,5,0,1,RUS,1.0,BRGULJAN D,0 - 1,302,MNE,5:02
5m shot - Saved,2.0,5,0,1,RUS,1.0,BRGULJAN D,0 - 1,276,MNE,4:36
Action shot - Saved,4.0,5,0,1,RUS,1.0,PETKOVIC M,0 - 1,257,MNE,4:17
5m shot - Blocked,9.0,5,0,1,RUS,1.0,SUCHKOV I,0 - 1,229,RUS,3:49
Counter attack - Goal,3.0,5,1,1,RUS,1.0,BANICEVIC B,1 - 1,214,MNE,3:34
5m shot - Saved,6.0,5,1,1,RUS,1.0,RADOVIC A,1 - 1,160,MNE,2:40
Action shot - Saved,2.0,5,1,1,RUS,1.0,LAZAREV N,1 - 1,132,RUS,2:12
Action shot - Post,8.0,5,1,1,RUS,1.0,UKROPINA A,1 - 1,109,MNE,1:49
Centre shot - Missed,11.0,5,1,1,RUS,1.0,LISUNOV S,1 - 1,88,RUS,1:28
Time-Out,,5,1,1,RUS,1.0,,1 - 1,80,MNE,1:20
5m shot - Post,5.0,5,1,1,RUS,1.0,BRGULJAN D,1 - 1,55,MNE,0:55
20 sec. exclusion in centre,8.0,5,1,1,RUS,1.0,UKROPINA A,1 - 1,38,MNE,0:38
Time-Out,,5,1,1,RUS,1.0,,1 - 1,38,RUS,0:38
5m shot - Post,8.0,5,1,1,RUS,1.0,NAGAEV I,1 - 1,9,RUS,0:09
Turnover foul,5.0,5,1,1,RUS,1.0,BUGAYCHUK A,1 - 1,5,RUS,0:05
Steal,2.0,5,1,1,RUS,1.0,BRGULJAN D,1 - 1,5,MNE,0:05
5m shot - Saved,2.0,5,1,1,RUS,1.0,BRGULJAN D,1 - 1,1,MNE,0:01
Starting goalkeeper,13.0,5,1,1,RUS,2.0,SCEPANOVIC M,1 - 1,480,MNE,8:00
Starting goalkeeper,13.0,5,1,1,RUS,2.0,STATSENKO V,1 - 1,480,RUS,8:00
Sprint won possession,10.0,5,1,1,RUS,2.0,KHOLOD D,1 - 1,480,RUS,8:00
Turnover foul,8.0,5,1,1,RUS,2.0,NAGAEV I,1 - 1,451,RUS,7:31
Steal,7.0,5,1,1,RUS,2.0,DRASKOVIC D,1 - 1,451,MNE,7:31
5m shot - Saved,2.0,5,1,1,RUS,2.0,BRGULJAN D,1 - 1,422,MNE,7:02
20 sec. exclusion in centre,10.0,5,1,1,RUS,2.0,KHOLOD D,1 - 1,411,RUS,6:51
Extra player shot - Goal,2.0,5,2,1,RUS,2.0,BRGULJAN D,2 - 1,403,MNE,6:43
20 sec. exclusion in centre,11.0,5,2,1,RUS,2.0,CUCKOVIC U,2 - 1,379,MNE,6:19
Extra player shot - Goal,11.0,5,2,2,RUS,2.0,LISUNOV S,2 - 2,377,RUS,6:17
Turnover foul,10.0,5,2,2,RUS,2.0,MISIC S,2 - 2,347,MNE,5:47
Steal,13.0,5,2,2,RUS,2.0,STATSENKO V,2 - 2,347,RUS,5:47
5m shot - Blocked,7.0,5,2,2,RUS,2.0,MERKULOV D,2 - 2,325,RUS,5:25
5m shot - Goal,6.0,5,3,2,RUS,2.0,RADOVIC A,3 - 2,305,MNE,5:05
20 sec. exclusion in centre,3.0,5,3,2,RUS,2.0,BANICEVIC B,3 - 2,284,MNE,4:44
Time-Out,,5,3,2,RUS,2.0,,3 - 2,284,RUS,4:44
Extra player shot - Saved,10.0,5,3,2,RUS,2.0,KHOLOD D,3 - 2,263,RUS,4:23
5m shot - Goal,7.0,5,3,3,RUS,2.0,MERKULOV D,3 - 3,257,RUS,4:17
Turnover foul,8.0,5,3,3,RUS,2.0,UKROPINA A,3 - 3,239,MNE,3:59
Steal,9.0,5,3,3,RUS,2.0,SUCHKOV I,3 - 3,239,RUS,3:59
5m shot - Missed,10.0,5,3,3,RUS,2.0,KHOLOD D,3 - 3,215,RUS,3:35
20 sec. exclusion in centre,9.0,5,3,3,RUS,2.0,SUCHKOV I,3 - 3,190,RUS,3:10
Extra player shot - Saved,5.0,5,3,3,RUS,2.0,BRGULJAN D,3 - 3,171,MNE,2:51
Turnover foul,11.0,5,3,3,RUS,2.0,LISUNOV S,3 - 3,140,RUS,2:20
Steal,13.0,5,3,3,RUS,2.0,SCEPANOVIC M,3 - 3,140,MNE,2:20
Time-Out,,5,3,3,RUS,2.0,,3 - 3,140,MNE,2:20
20 sec. exclusion in centre,3.0,5,3,3,RUS,2.0,VASILYEV E,3 - 3,133,RUS,2:13
Extra player shot - Goal,10.0,5,4,3,RUS,2.0,MISIC S,4 - 3,122,MNE,2:02
5m shot - Blocked,2.0,5,4,3,RUS,2.0,LAZAREV N,4 - 3,96,RUS,1:36
5m shot - Saved,6.0,5,4,3,RUS,2.0,RADOVIC A,4 - 3,70,MNE,1:10
20 sec. exclusion in centre,2.0,5,4,3,RUS,2.0,LAZAREV N,4 - 3,49,RUS,0:49
Extra player shot - Goal,2.0,5,5,3,RUS,2.0,BRGULJAN D,5 - 3,30,MNE,0:30
Centre shot - Saved,12.0,5,5,3,RUS,4.0,SHEPELEV R,5 - 3,134,RUS,2:14
Turnover foul,12.0,5,5,3,RUS,4.0,SHEPELEV R,5 - 3,127,RUS,2:07
5m shot - Saved,7.0,5,5,3,RUS,4.0,DRASKOVIC D,5 - 3,106,MNE,1:46
Turnover foul,6.0,5,5,3,RUS,4.0,RADOVIC A,5 - 3,83,MNE,1:23
Steal,2.0,5,5,3,RUS,4.0,LAZAREV N,5 - 3,83,RUS,1:23
20 sec. exclusion in field,6.0,5,5,3,RUS,4.0,RADOVIC A,5 - 3,77,MNE,1:17
20 sec. exclusion in field,7.0,5,5,3,RUS,2.0,DRASKOVIC D,5 - 3,11,MNE,0:11
Extra player shot - Saved,7.0,5,5,3,RUS,2.0,MERKULOV D,5 - 3,1,RUS,0:01
Starting goalkeeper,13.0,5,5,3,RUS,3.0,SCEPANOVIC M,5 - 3,480,MNE,8:00
Starting goalkeeper,13.0,5,5,3,RUS,3.0,STATSENKO V,5 - 3,480,RUS,8:00
Sprint won possession,12.0,5,5,3,RUS,3.0,SHEPELEV R,5 - 3,480,RUS,8:00
5m shot - Goal,8.0,5,5,4,RUS,3.0,NAGAEV I,5 - 4,452,RUS,7:32
Turnover foul,12.0,5,5,4,RUS,3.0,MURISIC N,5 - 4,428,MNE,7:08
Steal,8.0,5,5,4,RUS,3.0,NAGAEV I,5 - 4,428,RUS,7:08
Turnover foul,8.0,5,5,4,RUS,3.0,NAGAEV I,5 - 4,403,RUS,6:43
Steal,11.0,5,5,4,RUS,3.0,CUCKOVIC U,5 - 4,403,MNE,6:43
Turnover foul,2.0,5,5,4,RUS,3.0,BRGULJAN D,5 - 4,384,MNE,6:24
Steal,12.0,5,5,4,RUS,3.0,SHEPELEV R,5 - 4,384,RUS,6:24
Counter attack - Goal,11.0,5,5,5,RUS,3.0,LISUNOV S,5 - 5,377,RUS,6:17
20 sec. exclusion in centre,6.0,5,5,5,RUS,3.0,ASHAEV A,5 - 5,356,RUS,5:56
Extra player shot - Goal,2.0,5,6,5,RUS,3.0,BRGULJAN D,6 - 5,348,MNE,5:48
20 sec. exclusion in centre,3.0,5,6,5,RUS,3.0,BANICEVIC B,6 - 5,321,MNE,5:21
Extra player shot - Goal,4.0,5,6,6,RUS,3.0,DEREVIANKIN N,6 - 6,308,RUS,5:08
Penalty foul,9.0,5,6,6,RUS,3.0,SUCHKOV I,6 - 6,295,RUS,4:55
Penalty shot - Goal,6.0,5,7,6,RUS,3.0,RADOVIC A,7 - 6,295,MNE,4:55
Turnover foul,4.0,5,7,6,RUS,3.0,DEREVIANKIN N,7 - 6,273,RUS,4:33
5m shot - Saved,7.0,5,7,6,RUS,3.0,DRASKOVIC D,7 - 6,256,MNE,4:16
Turnover foul,6.0,5,7,6,RUS,3.0,RADOVIC A,7 - 6,237,MNE,3:57
Turnover foul,10.0,5,7,6,RUS,3.0,KHOLOD D,7 - 6,222,RUS,3:42
Steal,7.0,5,7,6,RUS,3.0,DRASKOVIC D,7 - 6,222,MNE,3:42
20 sec. exclusion in centre,2.0,5,7,6,RUS,3.0,LAZAREV N,7 - 6,207,RUS,3:27
Turnover foul,9.0,5,7,6,RUS,3.0,RADOVIC D,7 - 6,192,MNE,3:12
20 sec. exclusion in field,2.0,5,7,6,RUS,3.0,BRGULJAN D,7 - 6,178,MNE,2:58
Action shot - Goal,10.0,5,7,7,RUS,3.0,KHOLOD D,7 - 7,154,RUS,2:34
5m shot - Blocked,5.0,5,7,7,RUS,3.0,BRGULJAN D,7 - 7,131,MNE,2:11
20 sec. exclusion in centre,4.0,5,7,7,RUS,3.0,PETKOVIC M,7 - 7,120,MNE,2:00
Time-Out,,5,7,7,RUS,3.0,,7 - 7,120,RUS,2:00
Turnover foul,7.0,5,7,7,RUS,3.0,MERKULOV D,7 - 7,104,RUS,1:44
Steal,2.0,5,7,7,RUS,3.0,BRGULJAN D,7 - 7,104,MNE,1:44
20 sec. exclusion in field,12.0,5,7,7,RUS,3.0,SHEPELEV R,7 - 7,104,RUS,1:44
Time-Out,,5,7,7,RUS,3.0,,7 - 7,104,MNE,1:44
Extra player shot - Missed,4.0,5,7,7,RUS,3.0,PETKOVIC M,7 - 7,85,MNE,1:25
20 sec. exclusion in field,4.0,5,7,7,RUS,3.0,PETKOVIC M,7 - 7,83,MNE,1:23
Centre shot - Saved,11.0,5,7,7,RUS,3.0,LISUNOV S,7 - 7,55,RUS,0:55
Centre shot - Saved,11.0,5,7,7,RUS,3.0,LISUNOV S,7 - 7,5,RUS,0:05
Starting goalkeeper,13.0,5,7,7,RUS,4.0,SCEPANOVIC M,7 - 7,480,MNE,8:00
Starting goalkeeper,13.0,5,7,7,RUS,4.0,STATSENKO V,7 - 7,480,RUS,8:00
Sprint won possession,2.0,5,7,7,RUS,4.0,BRGULJAN D,7 - 7,480,MNE,8:00
5m shot - Blocked,6.0,5,7,7,RUS,4.0,RADOVIC A,7 - 7,451,MNE,7:31
Turnover foul,4.0,5,7,7,RUS,4.0,DEREVIANKIN N,7 - 7,422,RUS,7:02
Action shot - Goal,2.0,5,8,7,RUS,4.0,BRGULJAN D,8 - 7,407,MNE,6:47
5m shot - Goal,7.0,5,8,8,RUS,4.0,MERKULOV D,8 - 8,383,RUS,6:23
20 sec. exclusion in field,6.0,5,8,8,RUS,4.0,ASHAEV A,8 - 8,376,RUS,6:16
Extra player shot - Blocked,6.0,5,8,8,RUS,4.0,RADOVIC A,8 - 8,366,MNE,6:06
5m shot - Saved,9.0,5,8,8,RUS,4.0,SUCHKOV I,8 - 8,327,RUS,5:27
5m shot - Goal,6.0,5,9,8,RUS,4.0,RADOVIC A,9 - 8,303,MNE,5:03
Turnover foul,6.0,5,9,8,RUS,4.0,ASHAEV A,9 - 8,272,RUS,4:32
Steal,11.0,5,9,8,RUS,4.0,CUCKOVIC U,9 - 8,272,MNE,4:32
Turnover foul,7.0,5,9,8,RUS,4.0,DRASKOVIC D,9 - 8,244,MNE,4:04
Steal,10.0,5,9,8,RUS,4.0,KHOLOD D,9 - 8,244,RUS,4:04
Turnover foul,9.0,5,9,8,RUS,4.0,SUCHKOV I,9 - 8,218,RUS,3:38
Steal,4.0,5,9,8,RUS,4.0,PETKOVIC M,9 - 8,218,MNE,3:38
5m shot - Saved,11.0,5,9,8,RUS,4.0,CUCKOVIC U,9 - 8,198,MNE,3:18
Turnover foul,12.0,5,9,8,RUS,4.0,MURISIC N,9 - 8,178,MNE,2:58
Steal,7.0,5,9,8,RUS,4.0,MERKULOV D,9 - 8,178,RUS,2:58
20 sec. exclusion in centre,11.0,5,9,8,RUS,4.0,CUCKOVIC U,9 - 8,160,MNE,2:40
Time-Out,,5,9,8,RUS,4.0,,9 - 8,160,RUS,2:40
Turnover foul,12.0,5,9,8,RUS,4.0,SHEPELEV R,9 - 8,67,RUS,1:07
Steal,2.0,5,9,8,RUS,4.0,BRGULJAN D,9 - 8,67,MNE,1:07
Time-Out,,5,9,8,RUS,4.0,,9 - 8,58,MNE,0:58
5m shot - Blocked,6.0,5,9,8,RUS,4.0,RADOVIC A,9 - 8,39,MNE,0:39
20 sec. exclusion in field,8.0,5,9,8,RUS,4.0,NAGAEV I,9 - 8,28,RUS,0:28
Centre shot - Saved,11.0,5,9,8,RUS,4.0,CUCKOVIC U,9 - 8,1,MNE,0:01
Starting goalkeeper,13.0,6,0,0,ITA,1.0,SCEPANOVIC M,0 - 0,480,MNE,8:00
Starting goalkeeper,13.0,6,0,0,ITA,1.0,VOLAREVIC G,0 - 0,480,ITA,8:00
Sprint won possession,2.0,6,0,0,ITA,1.0,BRGULJAN D,0 - 0,480,MNE,8:00
Turnover foul,2.0,6,0,0,ITA,1.0,BRGULJAN D,0 - 0,451,MNE,7:31
Steal,5.0,6,0,0,ITA,1.0,PRESCIUTTI N,0 - 0,451,ITA,7:31
Turnover foul,5.0,6,0,0,ITA,1.0,PRESCIUTTI N,0 - 0,450,ITA,7:30
20 sec. exclusion in centre,5.0,6,0,0,ITA,1.0,PRESCIUTTI N,0 - 0,440,ITA,7:20
Extra player shot - Goal,2.0,6,1,0,ITA,1.0,BRGULJAN D,1 - 0,430,MNE,7:10
20 sec. exclusion in field,9.0,6,1,0,ITA,1.0,RADOVIC D,1 - 0,417,MNE,6:57
Centre shot - Post,11.0,6,1,0,ITA,1.0,AICARDI M,1 - 0,397,ITA,6:37
Turnover foul,6.0,6,1,0,ITA,1.0,RADOVIC A,1 - 0,372,MNE,6:12
20 sec. exclusion in centre,11.0,6,1,0,ITA,1.0,CUCKOVIC U,1 - 0,351,MNE,5:51
Action shot - Goal,9.0,6,1,1,ITA,1.0,RENZUTO IODICE V,1 - 1,329,ITA,5:29
Action shot - Saved,12.0,6,1,1,ITA,1.0,MURISIC N,1 - 1,311,MNE,5:11
Turnover foul,8.0,6,1,1,ITA,1.0,UKROPINA A,1 - 1,293,MNE,4:53
5m shot - Saved,9.0,6,1,1,ITA,1.0,RENZUTO IODICE V,1 - 1,265,ITA,4:25
20 sec. exclusion in field,4.0,6,1,1,ITA,1.0,FIGLIOLI P,1 - 1,251,ITA,4:11
Action shot - Post,12.0,6,1,1,ITA,1.0,MURISIC N,1 - 1,236,MNE,3:56
5m shot - Blocked,9.0,6,1,1,ITA,1.0,RENZUTO IODICE V,1 - 1,207,ITA,3:27
Turnover foul,3.0,6,1,1,ITA,1.0,GITTO N,1 - 1,178,ITA,2:58
20 sec. exclusion in centre,7.0,6,1,1,ITA,1.0,NORA A,1 - 1,153,ITA,2:33
Time-Out,,6,1,1,ITA,1.0,,1 - 1,153,MNE,2:33
Action shot - Saved,4.0,6,1,1,ITA,1.0,PETKOVIC M,1 - 1,136,MNE,2:16
5m shot - Blocked,12.0,6,1,1,ITA,1.0,BERTOLI Z,1 - 1,106,ITA,1:46
5m shot - Saved,9.0,6,1,1,ITA,1.0,RADOVIC D,1 - 1,81,MNE,1:21
Turnover foul,8.0,6,1,1,ITA,1.0,FONDELLI A,1 - 1,63,ITA,1:03
Steal,4.0,6,1,1,ITA,1.0,PETKOVIC M,1 - 1,63,MNE,1:03
5m shot - Saved,2.0,6,1,1,ITA,1.0,BRGULJAN D,1 - 1,35,MNE,0:35
Time-Out,,6,1,1,ITA,1.0,,1 - 1,26,ITA,0:26
Action shot - Saved,11.0,6,1,1,ITA,1.0,AICARDI M,1 - 1,9,ITA,0:09
5m shot - Blocked,9.0,6,1,1,ITA,1.0,RENZUTO IODICE V,1 - 1,1,ITA,0:01
Starting goalkeeper,13.0,6,1,1,ITA,2.0,SCEPANOVIC M,1 - 1,480,MNE,8:00
Starting goalkeeper,13.0,6,1,1,ITA,2.0,VOLAREVIC G,1 - 1,480,ITA,8:00
Sprint won possession,4.0,6,1,1,ITA,2.0,FIGLIOLI P,1 - 1,480,ITA,8:00
Turnover foul,11.0,6,1,1,ITA,2.0,AICARDI M,1 - 1,462,ITA,7:42
Centre shot - Saved,7.0,6,1,1,ITA,2.0,DRASKOVIC D,1 - 1,445,MNE,7:25
Turnover foul,11.0,6,1,1,ITA,2.0,AICARDI M,1 - 1,423,ITA,7:03
5m shot - Goal,2.0,6,2,1,ITA,2.0,BRGULJAN D,2 - 1,409,MNE,6:49
Action shot - Post,10.0,6,2,1,ITA,2.0,BODEGAS M,2 - 1,380,ITA,6:20
Turnover foul,7.0,6,2,1,ITA,2.0,DRASKOVIC D,2 - 1,358,MNE,5:58
20 sec. exclusion in field,2.0,6,2,1,ITA,2.0,BRGULJAN D,2 - 1,348,MNE,5:48
5m shot - Saved,5.0,6,2,1,ITA,2.0,PRESCIUTTI N,2 - 1,333,ITA,5:33
Turnover foul,3.0,6,2,1,ITA,2.0,GITTO N,2 - 1,324,ITA,5:24
5m shot - Missed,12.0,6,2,1,ITA,2.0,MURISIC N,2 - 1,298,MNE,4:58
20 sec. exclusion in field,7.0,6,2,1,ITA,2.0,DRASKOVIC D,2 - 1,282,MNE,4:42
Turnover foul,7.0,6,2,1,ITA,2.0,NORA A,2 - 1,269,ITA,4:29
Steal,8.0,6,2,1,ITA,2.0,UKROPINA A,2 - 1,269,MNE,4:29
Time-Out,,6,2,1,ITA,2.0,,2 - 1,263,MNE,4:23
Turnover foul,12.0,6,2,1,ITA,2.0,MURISIC N,2 - 1,240,MNE,4:00
5m shot - Blocked,3.0,6,2,1,ITA,2.0,GITTO N,2 - 1,217,ITA,3:37
5m shot - Goal,10.0,6,2,2,ITA,2.0,BODEGAS M,2 - 2,214,ITA,3:34
Turnover foul,2.0,6,2,2,ITA,2.0,BRGULJAN D,2 - 2,200,MNE,3:20
Steal,5.0,6,2,2,ITA,2.0,PRESCIUTTI N,2 - 2,200,ITA,3:20
Counter attack - Saved,5.0,6,2,2,ITA,2.0,PRESCIUTTI N,2 - 2,186,ITA,3:06
Action shot - Saved,6.0,6,2,2,ITA,2.0,RADOVIC A,2 - 2,147,MNE,2:27
Action shot - Saved,2.0,6,2,2,ITA,2.0,di FULVIO F,2 - 2,129,ITA,2:09
Turnover foul,11.0,6,2,2,ITA,2.0,CUCKOVIC U,2 - 2,104,MNE,1:44
Steal,5.0,6,2,2,ITA,2.0,PRESCIUTTI N,2 - 2,104,ITA,1:44
Action shot - Saved,5.0,6,2,2,ITA,2.0,PRESCIUTTI N,2 - 2,79,ITA,1:19
5m shot - Saved,11.0,6,2,2,ITA,2.0,CUCKOVIC U,2 - 2,52,MNE,0:52
Time-Out,,6,2,2,ITA,2.0,,2 - 2,51,ITA,0:51
Exclusion with substitution,7.0,6,2,2,ITA,4.0,DRASKOVIC D,2 - 2,129,MNE,2:09
Action shot - Saved,9.0,6,2,2,ITA,4.0,RENZUTO IODICE V,2 - 2,106,ITA,1:46
Turnover foul,11.0,6,2,2,ITA,4.0,CUCKOVIC U,2 - 2,83,MNE,1:23
Steal,2.0,6,2,2,ITA,4.0,di FULVIO F,2 - 2,83,ITA,1:23
Turnover foul,10.0,6,2,2,ITA,4.0,BODEGAS M,2 - 2,61,ITA,1:01
20 sec. exclusion in centre,7.0,6,2,2,ITA,2.0,DRASKOVIC D,2 - 2,35,MNE,0:35
Turnover foul,11.0,6,2,2,ITA,2.0,AICARDI M,2 - 2,14,ITA,0:14
Steal,3.0,6,2,2,ITA,2.0,BANICEVIC B,2 - 2,14,MNE,0:14
5m shot - Blocked,7.0,6,2,2,ITA,2.0,DRASKOVIC D,2 - 2,1,MNE,0:01
Starting goalkeeper,13.0,6,2,2,ITA,3.0,SCEPANOVIC M,2 - 2,480,MNE,8:00
Starting goalkeeper,13.0,6,2,2,ITA,3.0,VOLAREVIC G,2 - 2,480,ITA,8:00
Sprint won possession,4.0,6,2,2,ITA,3.0,FIGLIOLI P,2 - 2,480,ITA,8:00
Action shot - Saved,9.0,6,2,2,ITA,3.0,RENZUTO IODICE V,2 - 2,465,ITA,7:45
Action shot - Saved,3.0,6,2,2,ITA,3.0,BANICEVIC B,2 - 2,450,MNE,7:30
Yellow card,,6,2,2,ITA,3.0,Team Official,2 - 2,444,MNE,7:24
Action shot - Saved,9.0,6,2,2,ITA,3.0,RENZUTO IODICE V,2 - 2,412,ITA,6:52
20 sec. exclusion in field,3.0,6,2,2,ITA,3.0,GITTO N,2 - 2,399,ITA,6:39
Action shot - Missed,4.0,6,2,2,ITA,3.0,PETKOVIC M,2 - 2,378,MNE,6:18
5m shot - Missed,9.0,6,2,2,ITA,3.0,RENZUTO IODICE V,2 - 2,349,ITA,5:49
20 sec. exclusion in centre,12.0,6,2,2,ITA,3.0,BERTOLI Z,2 - 2,327,ITA,5:27
Extra player shot - Goal,2.0,6,3,2,ITA,3.0,BRGULJAN D,3 - 2,311,MNE,5:11
Action shot - Post,2.0,6,3,2,ITA,3.0,di FULVIO F,3 - 2,289,ITA,4:49
Action shot - Goal,7.0,6,4,2,ITA,3.0,DRASKOVIC D,4 - 2,267,MNE,4:27
Goalkeeper substitution,1.0,6,4,2,ITA,3.0,TEMPESTI S,4 - 2,267,ITA,4:27
20 sec. exclusion in field,8.0,6,4,2,ITA,3.0,UKROPINA A,4 - 2,250,MNE,4:10
Action shot - Post,6.0,6,4,2,ITA,3.0,MIRARCHI C,4 - 2,243,ITA,4:03
Extra player shot - Goal,6.0,6,4,3,ITA,3.0,MIRARCHI C,4 - 3,233,ITA,3:53
Turnover foul,6.0,6,4,3,ITA,3.0,RADOVIC A,4 - 3,216,MNE,3:36
Steal,2.0,6,4,3,ITA,3.0,di FULVIO F,4 - 3,216,ITA,3:36
Action shot - Post,2.0,6,4,3,ITA,3.0,di FULVIO F,4 - 3,201,ITA,3:21
Counter attack - Saved,12.0,6,4,3,ITA,3.0,MURISIC N,4 - 3,190,MNE,3:10
20 sec. exclusion in field,11.0,6,4,3,ITA,3.0,AICARDI M,4 - 3,184,ITA,3:04
Exclusion with substitution,11.0,6,4,3,ITA,3.0,AICARDI M,4 - 3,184,ITA,3:04
Time-Out,,6,4,3,ITA,3.0,,4 - 3,184,MNE,3:04
5m shot - Goal,7.0,6,5,3,ITA,3.0,DRASKOVIC D,5 - 3,160,MNE,2:40
Turnover foul,4.0,6,5,3,ITA,3.0,FIGLIOLI P,5 - 3,144,ITA,2:24
Steal,2.0,6,5,3,ITA,3.0,BRGULJAN D,5 - 3,144,MNE,2:24
Action shot - Saved,2.0,6,5,3,ITA,3.0,BRGULJAN D,5 - 3,113,MNE,1:53
Turnover foul,9.0,6,5,3,ITA,3.0,RENZUTO IODICE V,5 - 3,102,ITA,1:42
Steal,11.0,6,5,3,ITA,3.0,CUCKOVIC U,5 - 3,102,MNE,1:42
Turnover foul,3.0,6,5,3,ITA,3.0,BANICEVIC B,5 - 3,82,MNE,1:22
5m shot - Goal,6.0,6,5,4,ITA,3.0,MIRARCHI C,5 - 4,60,ITA,1:00
Action shot - Saved,10.0,6,5,4,ITA,3.0,MISIC S,5 - 4,38,MNE,0:38
5m shot - Saved,2.0,6,5,4,ITA,3.0,di FULVIO F,5 - 4,12,ITA,0:12
5m shot - Saved,9.0,6,5,4,ITA,3.0,RADOVIC D,5 - 4,1,MNE,0:01
Starting goalkeeper,13.0,6,5,4,ITA,4.0,SCEPANOVIC M,5 - 4,480,MNE,8:00
Starting goalkeeper,1.0,6,5,4,ITA,4.0,TEMPESTI S,5 - 4,480,ITA,8:00
Sprint won possession,4.0,6,5,4,ITA,4.0,FIGLIOLI P,5 - 4,480,ITA,8:00
Action shot - Post,12.0,6,5,4,ITA,4.0,BERTOLI Z,5 - 4,452,ITA,7:32
5m shot - Post,6.0,6,5,4,ITA,4.0,MIRARCHI C,5 - 4,424,ITA,7:04
Turnover foul,6.0,6,5,4,ITA,4.0,RADOVIC A,5 - 4,395,MNE,6:35
Steal,4.0,6,5,4,ITA,4.0,FIGLIOLI P,5 - 4,395,ITA,6:35
5m shot - Blocked,10.0,6,5,4,ITA,4.0,BODEGAS M,5 - 4,368,ITA,6:08
Action shot - Saved,2.0,6,5,4,ITA,4.0,BRGULJAN D,5 - 4,337,MNE,5:37
5m shot - Missed,6.0,6,5,4,ITA,4.0,RADOVIC A,5 - 4,310,MNE,5:10
Turnover foul,6.0,6,5,4,ITA,4.0,MIRARCHI C,5 - 4,290,ITA,4:50
Steal,13.0,6,5,4,ITA,4.0,SCEPANOVIC M,5 - 4,290,MNE,4:50
Turnover foul,7.0,6,5,4,ITA,4.0,DRASKOVIC D,5 - 4,265,MNE,4:25
Action shot - Missed,6.0,6,5,4,ITA,4.0,MIRARCHI C,5 - 4,236,ITA,3:56
5m shot - Saved,4.0,6,5,4,ITA,4.0,PETKOVIC M,5 - 4,213,MNE,3:33
5m shot - Saved,9.0,6,5,4,ITA,4.0,RENZUTO IODICE V,5 - 4,193,ITA,3:13
20 sec. exclusion in centre,6.0,6,5,4,ITA,4.0,MIRARCHI C,5 - 4,171,ITA,2:51
Time-Out,,6,5,4,ITA,4.0,,5 - 4,171,MNE,2:51
5m shot - Saved,4.0,6,5,4,ITA,4.0,PETKOVIC M,5 - 4,152,MNE,2:32
Turnover foul,11.0,6,5,4,ITA,4.0,CUCKOVIC U,5 - 4,137,MNE,2:17
20 sec. exclusion in field,7.0,6,5,4,ITA,4.0,DRASKOVIC D,5 - 4,129,MNE,2:09
Turnover foul,6.0,6,5,4,ITA,4.0,RADOVIC A,5 - 4,36,MNE,0:36
Steal,10.0,6,5,4,ITA,4.0,BODEGAS M,5 - 4,36,ITA,0:36
Time-Out,,6,5,4,ITA,4.0,,5 - 4,36,ITA,0:36
Turnover foul,8.0,6,5,4,ITA,4.0,FONDELLI A,5 - 4,16,ITA,0:16
Steal,13.0,6,5,4,ITA,4.0,SCEPANOVIC M,5 - 4,16,MNE,0:16
